date,LLY_sentiment_score,LLY_relevance_score
2023-06-22,0.214642,0.431065
2023-06-23,0.258826605814345,0.28139025
2023-06-27,0.18649297707936738,0.3958704
2023-06-28,0.268514,0.405963
2023-06-29,0.3526483790764968,0.60089125
2023-06-30,0.11338377299989247,0.48131474999999996
2023-07-01,0.120406,0.210274
2023-07-02,0.261532,0.337044
2023-07-03,0.159735,0.156461
2023-07-05,0.294747,0.795859
2023-07-06,0.206888,0.677342
2023-07-07,0.23396999999999998,0.092748
2023-07-10,0.19156,0.778186
2023-07-11,0.427527,0.291644
2023-07-12,0.2608538031368274,0.37791899999999995
2023-07-13,0.20743431030312937,0.342637
2023-07-14,0.0016821492767513434,0.3557905
2023-07-17,0.27796895032294383,0.3098372
2023-07-18,0.2690458444492225,0.4800768888888889
2023-07-20,0.3203235364617784,0.36169725
2023-07-21,0.05649756293583441,0.315917
2023-07-24,0.2562150797000253,0.272823
2023-07-25,0.08216613355487742,0.42527275
2023-07-26,0.165228,0.522096
2023-07-27,0.26694702941819165,0.35084866666666664
2023-07-28,0.03584542274728207,0.059972
2023-07-29,0.3362978214943174,0.447067
2023-08-01,0.12150725391916986,0.30090875
2023-08-02,0.197341412376304,0.29578566666666667
2023-08-03,-0.009014220351210063,0.0505965
2023-08-04,0.10418736561700268,0.14374214285714285
2023-08-05,0.15911478312812655,0.20519949999999998
2023-08-06,0.482343,0.43465
2023-08-07,0.031069260061643525,0.20753733333333335
2023-08-08,0.25240767677142645,0.33908937499999997
2023-08-09,0.2619234525810297,0.44729725000000004
2023-08-10,0.11231713798624192,0.18738100000000002
2023-08-11,0.30830526363228966,0.38566216666666664
2023-08-14,0.12445590403793987,0.41729199999999994
2023-08-15,0.0929304742872841,0.112843
2023-08-16,0.21189292335260762,0.591116
2023-08-17,0.18913654920039052,0.4404233333333334
2023-08-18,0.078806,0.220809
2023-08-20,0.263821,0.27454
2023-08-21,0.24262942620349592,0.5216123333333333
2023-08-22,0.15635017169756113,0.26230425
2023-08-23,0.153646159563214,0.35211749999999997
2023-08-24,0.14072,0.316439
2023-08-25,0.25431843661298015,0.4062056666666667
2023-08-26,0.045025,0.126784
2023-08-27,0.398654,0.485711
2023-08-28,0.22631355917632967,0.24774474999999999
2023-08-29,0.35650224083957116,0.405858
2023-08-30,0.2101128711885974,0.19411325
2023-08-31,0.08563056692695772,0.48304899999999995
2023-09-05,0.11291177900052346,0.409461
2023-09-07,0.218553,0.323078
2023-09-08,0.30188080749236845,0.2398485
2023-09-09,0.21632015361917137,0.3575335
2023-09-10,0.22864399999999996,0.609866
2023-09-12,0.36911861481525043,0.493127
2023-09-13,0.23016274693243438,0.397791
2023-09-14,0.007121209031316859,0.25636349999999997
2023-09-16,0.230381,0.414559
2023-09-18,0.0608,0.119235
2023-09-19,0.08646060350313876,0.658381
2023-09-20,0.09656254080343074,0.181729
2023-09-21,0.08825,0.059736
2023-09-22,0.17757640893164506,0.277127
2023-09-24,0.245837,0.166743
2023-09-25,0.15285488511122045,0.4787565
2023-09-26,0.2667255061786994,0.5863963333333334
2023-09-27,0.067619,0.147818
2023-09-28,-0.05566999999999999,0.368773
2023-09-30,0.062102000000000004,0.515891
2023-10-02,0.1254900503808855,0.18653899999999998
2023-10-03,0.2979967551378538,0.2520021111111111
2023-10-04,0.2340417416020921,0.48462466666666665
2023-10-05,0.2894293888418366,0.358939
2023-10-06,0.14542937362503117,0.30989014285714284
2023-10-07,0.17074304498083762,0.2240065
2023-10-08,0.033065000000000004,0.059415
2023-10-10,0.16512000000000002,0.205225
2023-10-11,0.24894548942057468,0.184194
2023-10-12,0.11990849062046373,0.429641
2023-10-13,0.1884085080793285,0.24554433333333336
2023-10-14,0.10632026289506381,0.210061
2023-10-17,0.245908048440897,0.3489613333333333
2023-10-18,0.094594,0.767534
2023-10-19,0.21155805951793646,0.22783720000000002
2023-10-20,0.27345627663636785,0.3531856666666666
2023-10-22,0.100872,0.287441
2023-10-23,0.1358766491184294,0.3459923333333333
2023-10-24,0.0333539295530707,0.443038
2023-10-25,0.2323800585254937,0.296714
2023-10-26,0.16315900737263175,0.3441105
2023-10-27,-0.012038726330404185,0.08697075000000001
2023-10-28,0.2931750370803251,0.37018733333333337
2023-10-30,0.009359825427309393,0.2613914
2023-10-31,0.13225495242564306,0.22738300000000003
2023-11-01,0.06287261110319094,0.29285275
2023-11-02,0.20986091120039438,0.3278666428571429
2023-11-03,0.25933882599127545,0.38412633333333335
2023-11-05,0.463085,0.826537
2023-11-06,0.25731204068836383,0.3039788
2023-11-07,0.3348914395209689,0.60547225
2023-11-08,0.07010388658955902,0.17799066666666663
2023-11-09,0.21902598396177492,0.3339521666666667
2023-11-10,0.3074593266817873,0.20692766666666665
2023-11-11,0.32573099065342115,0.2561365
2023-11-13,0.12317593778599926,0.2982962
2023-11-14,0.056556,0.16375
2023-11-15,0.052174,0.115232
2023-11-16,0.366369949489472,0.291365
2023-11-17,-0.048225851330171446,0.32603566666666667
2023-11-18,0.176304,0.120431
2023-11-19,0.289301,0.522486
2023-11-20,0.1902630478001366,0.486212
2023-11-21,0.4897083455636406,0.3993176666666667
2023-11-22,0.01183,0.14131
2023-11-23,0.3139784778642689,0.480332
2023-11-24,0.10482699164598375,0.17728
2023-11-25,0.08033866120388564,0.1269805
2023-11-26,0.2822341927966781,0.2963355
2023-11-27,0.1632854519796413,0.307682
2023-11-28,0.1272463812161588,0.553135
2023-11-29,0.165545,0.254973
2023-11-30,0.06660299208885903,0.184592
2023-12-01,0.25980904953307826,0.326393
2023-12-02,0.2582573493243323,0.3381346666666667
2023-12-03,0.318621,0.34675
2023-12-04,0.1399366721763753,0.577889
2023-12-05,0.05032400000000001,0.213674
2023-12-06,0.022921,0.694939
2023-12-07,0.2762475637315692,0.380612
2023-12-08,0.3187677400865297,0.3793575714285714
2023-12-10,0.233842,0.411176
2023-12-11,0.101958117251049,0.1454955
2023-12-12,0.20107245140712765,0.2755376666666667
2023-12-13,0.2010320357830269,0.28484175
2023-12-14,0.14405940612782256,0.187995
2023-12-15,0.3418945486388682,0.36220774999999994
2023-12-18,0.16860969598354644,0.18946233333333332
2023-12-19,-0.015538437464683042,0.44242200000000004
2023-12-20,0.3487376845940062,0.31717850000000003
2023-12-21,0.18251447668560025,0.2480956
2023-12-22,0.2413923518109527,0.31966599999999995
2023-12-25,0.08506652595767479,0.0839925
2023-12-26,0.070795,0.649352
2023-12-27,0.117166,0.103778
2023-12-28,0.34500603171670513,0.50661
2023-12-29,0.05139364167670845,0.29736833333333335
2023-12-31,0.416847,0.533678
2024-01-01,0.25528225104132174,0.3215865
2024-01-02,0.30237681091790675,0.435578
2024-01-03,0.24880049763648987,0.4152016666666667
2024-01-04,0.1715717262273887,0.335776375
2024-01-05,0.28876310865827165,0.2569681428571429
2024-01-06,0.15434408203842073,0.18049266666666666
2024-01-08,0.29192868476049316,0.20757233333333333
2024-01-10,0.1379383985591287,0.6929603333333333
2024-01-11,0.243335,0.722311
2024-01-12,0.223424,0.645887
2024-01-13,0.049266,0.266343
2024-01-14,0.40443,0.436009
2024-01-15,0.153969,0.290262
2024-01-16,0.14275303385068772,0.37427600000000005
2024-01-17,0.17098027319690268,0.27497474999999993
2024-01-18,0.280479,0.206685
2024-01-19,0.168288,0.349575
2024-01-20,0.2667569554545527,0.5041293333333333
2024-01-21,0.3737499472921464,0.3498435
2024-01-22,0.12494100000000001,0.224903
2024-01-23,0.1562741066074582,0.4531334
2024-01-24,0.014854427709049977,0.4803436666666667
2024-01-25,0.230674,0.452639
2024-01-26,0.04267725445270409,0.4085906666666667
2024-01-27,0.468276,0.766317
2024-01-28,0.143358440197031,0.10343550000000001
2024-01-29,0.3051735064189837,0.31804099999999996
2024-01-30,0.15825942233605206,0.3109905
2024-01-31,0.2294216980000192,0.3959338
2024-02-01,0.002408529377082587,0.5622495000000001
2024-02-02,0.13419204349272118,0.21986725000000001
2024-02-04,0.24510199145630152,0.1910765
2024-02-05,0.21687212337105488,0.35531429999999997
2024-02-06,0.22481516058674442,0.32835420833333334
2024-02-07,0.039682952532537445,0.40893274999999996
2024-02-08,0.2151710634293658,0.3651684
2024-02-09,0.2143313625956925,0.3204128888888889
2024-02-10,0.143278,0.196132
2024-02-11,0.06182300000000001,0.048621
2024-02-12,0.2460288383911143,0.267937
2024-02-13,0.2852993941164634,0.328
2024-02-14,0.22559157447298409,0.2193245
2024-02-16,0.13315989520840382,0.10937899999999999
2024-02-19,0.342352,0.27676
2024-02-20,0.20801824371104669,0.15360266666666667
2024-02-21,0.15947839292537425,0.5550965
2024-02-22,0.40487076032051167,0.4855985
2024-02-23,0.2010511937659752,0.546942
2024-02-24,0.2613543034585447,0.1873765
2024-02-26,0.2119148522230598,0.4039365
2024-02-27,0.06760018084024978,0.1993074
2024-02-28,0.03359995480388605,0.30920800000000004
2024-02-29,0.3639535201730054,0.2965225
2024-03-01,0.3010852780856424,0.21579785714285712
2024-03-02,0.2818884437791848,0.400679
2024-03-03,0.258264,0.497609
2024-03-04,0.22146891691425016,0.6764048
2024-03-05,0.1933313986309498,0.276396
2024-03-06,0.2969773621480656,0.4578445
2024-03-07,0.11425717923361103,0.30767666666666665
2024-03-08,0.19047501972293285,0.2793005
2024-03-09,0.2941025492708054,0.33759849999999997
2024-03-10,0.12737227413274033,0.14659199999999997
2024-03-11,0.08165377455692407,0.41960925
2024-03-12,0.009964096842749355,0.4477946666666666
2024-03-13,0.1247810996176588,0.35606940000000004
2024-03-14,0.2184755598857787,0.39782399999999996
2024-03-15,0.29343161814476165,0.30751575000000003
2024-03-16,0.15366622088518977,0.19890649999999999
2024-03-17,0.1922800458508234,0.37164
2024-03-18,0.241596,0.128135
2024-03-19,0.31835170555662773,0.49955479999999997
2024-03-20,0.132809540102356,0.41228666666666663
2024-03-22,0.22176956446983226,0.297868
2024-03-24,0.043078,0.067536
2024-03-25,0.1109270575676021,0.125218
2024-03-26,0.22902796906089495,0.32976875
2024-03-27,0.09684203631998824,0.4082233333333334
2024-03-28,0.3953618139854693,0.2834542
2024-03-30,0.024678,0.293339
2024-03-31,0.193373,0.361626
2024-04-01,0.18333761889187528,0.24704800000000002
2024-04-02,0.1731390718566354,0.3195927142857143
2024-04-03,0.10565368274112492,0.4348637999999999
2024-04-04,0.302808,0.417995
2024-04-05,0.204941766159758,0.641733
2024-04-06,0.140382,0.415535
2024-04-07,0.099982,0.075754
2024-04-08,0.26290556896358414,0.41620999999999997
2024-04-09,0.11351122794726456,0.31321133333333334
2024-04-10,0.184077,0.511734
2024-04-11,0.325149,0.328819
2024-04-12,0.119414,0.528798
2024-04-13,0.19195301336376558,0.18292
2024-04-15,0.05844747878111041,0.06268
2024-04-16,0.44359399999999993,0.593715
2024-04-17,0.080076,0.782378
2024-04-18,0.11472935036488988,0.2478145
2024-04-19,0.1839916226004064,0.22033940000000002
2024-04-20,0.337205,0.356154
2024-04-22,0.249266,0.44622
2024-04-23,0.12123118625361545,0.381002
2024-04-24,0.1664108970241526,0.2941827142857143
2024-04-25,0.17964780564112376,0.2377895
2024-04-26,0.20226113848857444,0.25711266666666666
2024-04-27,0.3099416472847978,0.38109499999999996
2024-04-28,0.25041904011505595,0.336532
2024-04-29,0.3045667067445698,0.2261612
2024-04-30,0.22788827632832975,0.351149
2024-05-01,0.12074834601361986,0.3687263333333333
2024-05-02,0.28364620571900684,0.5662102
2024-05-03,0.147212407678692,0.21623799999999999
2024-05-04,0.37191538242603034,0.42440799999999995
2024-05-05,0.390838840032482,0.3152515
2024-05-06,0.1962620319136097,0.44949475
2024-05-07,0.13719733559602382,0.21825050000000001
2024-05-08,0.10350962232040052,0.5862350000000001
2024-05-09,0.11666635739600972,0.27166
2024-05-10,0.1704033601271962,0.23229200000000003
2024-05-11,0.2441696029317035,0.461063
2024-05-13,0.45982,0.633079
2024-05-14,0.3194797810784679,0.3950913333333334
2024-05-15,0.12023733509341128,0.23414366666666667
2024-05-16,0.3016259108790946,0.34971966666666665
2024-05-17,0.18456737563106085,0.2780151111111111
2024-05-19,0.211884,0.447091
2024-05-20,0.21865560327376735,0.25872333333333336
2024-05-21,0.2468727502132742,0.3711966666666666
2024-05-22,-0.012266,0.226477
2024-05-23,0.3751530615144073,0.39973833333333336
2024-05-24,0.22378380229662165,0.266609
2024-05-25,0.21727,0.410505
2024-05-26,0.11329756527660306,0.1743925
2024-05-27,0.3650239649618816,0.36360400000000004
2024-05-28,0.24857747661353247,0.42516575
2024-05-29,0.4988500681302044,0.421399
2024-05-30,0.14598719906742097,0.329838
2024-05-31,0.2001276176403294,0.263695
2024-06-01,0.13371704262172784,0.43430900000000006
2024-06-02,0.382851,0.486729
2024-06-03,0.17973314652218475,0.48450819999999994
2024-06-04,0.129198,0.23228
2024-06-05,0.11675461162647245,0.39016133333333336
2024-06-06,0.14471159968562822,0.43070025
2024-06-07,0.343258,0.469744
2024-06-10,0.16450986359679837,0.6462275
2024-06-11,0.3679496923946881,0.31632825
2024-06-12,0.26181669568643895,0.4500303333333333
2024-06-13,0.18897656233756524,0.3532188
2024-06-14,0.22111947364181614,0.43141250000000003
2024-06-15,0.279820037734814,0.346338
2024-06-16,0.07678359431521338,0.1609735
2024-06-17,0.22360175941662658,0.5414713333333333
2024-06-18,0.0559,0.049322
2024-06-20,0.2394274626324556,0.423255
2024-06-21,0.30157166371952,0.4546092
2024-06-24,0.18117602957012963,0.3343915
2024-06-25,0.21445583834441945,0.481233
2024-06-26,0.2690772033982992,0.38476600000000005
2024-06-28,0.298266743244283,0.40290566666666666
2024-06-29,0.5649691365864177,0.5866945
2024-06-30,0.209486,0.281692
2024-07-01,0.24883299999999997,0.197011
2024-07-02,0.002180255104185137,0.101518
2024-07-03,0.047636,0.219809
2024-07-04,0.3676542280490211,0.5321516666666667
2024-07-05,0.09382830400428797,0.5736975
2024-07-08,0.30401084652906546,0.365991125
2024-07-09,0.35040909029356154,0.5443102857142857
2024-07-11,0.27724646438829714,0.36892366666666665
2024-07-12,0.257302517741336,0.2157842
2024-07-13,0.3729095365465465,0.5994
2024-07-14,0.17545825927660566,0.39393449999999997
2024-07-15,0.10542543386042727,0.3054935714285714
2024-07-16,0.20298244679691263,0.44853599999999993
2024-07-17,0.22065888734009992,0.32190025
2024-07-18,0.21194619682267768,0.426145
2024-07-19,0.055654547006081106,0.23482599999999998
2024-07-22,0.264188,0.527969
2024-07-23,0.08519745765752147,0.47627899999999995
2024-07-24,0.39149404367846946,0.40978999999999993
2024-07-25,0.11337339265939941,0.329973
2024-07-26,0.22886551251919218,0.46519575
2024-07-27,0.2766609384592787,0.2405453333333333
2024-07-28,0.3259485350343382,0.3515765
2024-07-29,0.12595305176333788,0.4070641666666667
2024-07-30,0.1398373498308732,0.3736348333333333
2024-07-31,0.133767,0.482078
2024-08-01,0.08565235336348234,0.13436966666666667
2024-08-02,-0.10672499728572603,0.5064583333333333
2024-08-03,0.2414378736932997,0.6473845
2024-08-04,0.1624191213222268,0.276594
2024-08-05,0.18944841067770612,0.5090825
2024-08-06,0.14751619650212275,0.30402725
2024-08-07,0.123123947137433,0.48455459999999995
2024-08-08,0.2432797391247341,0.3546514285714286
2024-08-09,0.2441473739644017,0.361278
2024-08-11,0.375109,0.410697
2024-08-12,0.23536955593254702,0.3255305
2024-08-13,0.2798666307106952,0.373474125
2024-08-14,0.33927802474995833,0.34084328571428574
2024-08-15,0.23114834427289085,0.6699235
2024-08-16,0.49346260139706244,0.351404
2024-08-17,0.3081268165001604,0.4131475
2024-08-18,0.33448963761722444,0.5357953333333334
2024-08-19,0.16241639022625365,0.233278
