date,date,value
1970-01-01 00:00:00.000000498,1982-12-01,97.6
1970-01-01 00:00:00.000000499,1982-11-01,98.0
1970-01-01 00:00:00.000000500,1982-10-01,98.2
1970-01-01 00:00:00.000000501,1982-09-01,97.9
1970-01-01 00:00:00.000000502,1982-08-01,97.7
1970-01-01 00:00:00.000000503,1982-07-01,97.5
1970-01-01 00:00:00.000000504,1982-06-01,97.0
1970-01-01 00:00:00.000000505,1982-05-01,95.8
1970-01-01 00:00:00.000000506,1982-04-01,94.9
1970-01-01 00:00:00.000000507,1982-03-01,94.5
1970-01-01 00:00:00.000000508,1982-02-01,94.6
1970-01-01 00:00:00.000000509,1982-01-01,94.3
1970-01-01 00:00:00.000000510,1981-12-01,94.0
1970-01-01 00:00:00.000000511,1981-11-01,93.7
1970-01-01 00:00:00.000000512,1981-10-01,93.4
1970-01-01 00:00:00.000000513,1981-09-01,93.2
1970-01-01 00:00:00.000000514,1981-08-01,92.3
1970-01-01 00:00:00.000000515,1981-07-01,91.6
1970-01-01 00:00:00.000000516,1981-06-01,90.6
1970-01-01 00:00:00.000000517,1981-05-01,89.8
1970-01-01 00:00:00.000000518,1981-04-01,89.1
1970-01-01 00:00:00.000000519,1981-03-01,88.5
1970-01-01 00:00:00.000000520,1981-02-01,87.9
1970-01-01 00:00:00.000000521,1981-01-01,87.0
1970-01-01 00:00:00.000000522,1980-12-01,86.3
1970-01-01 00:00:00.000000523,1980-11-01,85.5
1970-01-01 00:00:00.000000524,1980-10-01,84.8
1970-01-01 00:00:00.000000525,1980-09-01,84.0
1970-01-01 00:00:00.000000526,1980-08-01,83.3
1970-01-01 00:00:00.000000527,1980-07-01,82.7
1970-01-01 00:00:00.000000528,1980-06-01,82.7
1970-01-01 00:00:00.000000529,1980-05-01,81.8
1970-01-01 00:00:00.000000530,1980-04-01,81.0
1970-01-01 00:00:00.000000531,1980-03-01,80.1
1970-01-01 00:00:00.000000532,1980-02-01,78.9
1970-01-01 00:00:00.000000533,1980-01-01,77.8
1970-01-01 00:00:00.000000534,1979-12-01,76.7
1970-01-01 00:00:00.000000535,1979-11-01,75.9
1970-01-01 00:00:00.000000536,1979-10-01,75.2
1970-01-01 00:00:00.000000537,1979-09-01,74.6
1970-01-01 00:00:00.000000538,1979-08-01,73.8
1970-01-01 00:00:00.000000539,1979-07-01,73.1
1970-01-01 00:00:00.000000540,1979-06-01,72.3
1970-01-01 00:00:00.000000541,1979-05-01,71.5
1970-01-01 00:00:00.000000542,1979-04-01,70.6
1970-01-01 00:00:00.000000543,1979-03-01,69.8
1970-01-01 00:00:00.000000544,1979-02-01,69.1
1970-01-01 00:00:00.000000545,1979-01-01,68.3
1970-01-01 00:00:00.000000546,1978-12-01,67.7
1970-01-01 00:00:00.000000547,1978-11-01,67.4
1970-01-01 00:00:00.000000548,1978-10-01,67.1
1970-01-01 00:00:00.000000549,1978-09-01,66.5
1970-01-01 00:00:00.000000550,1978-08-01,66.0
1970-01-01 00:00:00.000000551,1978-07-01,65.7
1970-01-01 00:00:00.000000552,1978-06-01,65.2
1970-01-01 00:00:00.000000553,1978-05-01,64.5
1970-01-01 00:00:00.000000554,1978-04-01,63.9
1970-01-01 00:00:00.000000555,1978-03-01,63.4
1970-01-01 00:00:00.000000556,1978-02-01,62.9
1970-01-01 00:00:00.000000557,1978-01-01,62.5
1970-01-01 00:00:00.000000558,1977-12-01,62.1
1970-01-01 00:00:00.000000559,1977-11-01,61.9
1970-01-01 00:00:00.000000560,1977-10-01,61.6
1970-01-01 00:00:00.000000561,1977-09-01,61.4
1970-01-01 00:00:00.000000562,1977-08-01,61.2
1970-01-01 00:00:00.000000563,1977-07-01,61.0
1970-01-01 00:00:00.000000564,1977-06-01,60.7
1970-01-01 00:00:00.000000565,1977-05-01,60.3
1970-01-01 00:00:00.000000566,1977-04-01,60.0
1970-01-01 00:00:00.000000567,1977-03-01,59.5
1970-01-01 00:00:00.000000568,1977-02-01,59.1
1970-01-01 00:00:00.000000569,1977-01-01,58.5
1970-01-01 00:00:00.000000570,1976-12-01,58.2
1970-01-01 00:00:00.000000571,1976-11-01,58.0
1970-01-01 00:00:00.000000572,1976-10-01,57.9
1970-01-01 00:00:00.000000573,1976-09-01,57.6
1970-01-01 00:00:00.000000574,1976-08-01,57.4
1970-01-01 00:00:00.000000575,1976-07-01,57.1
1970-01-01 00:00:00.000000576,1976-06-01,56.8
1970-01-01 00:00:00.000000577,1976-05-01,56.5
1970-01-01 00:00:00.000000578,1976-04-01,56.1
1970-01-01 00:00:00.000000579,1976-03-01,55.9
1970-01-01 00:00:00.000000580,1976-02-01,55.8
1970-01-01 00:00:00.000000581,1976-01-01,55.6
1970-01-01 00:00:00.000000582,1975-12-01,55.5
1970-01-01 00:00:00.000000583,1975-11-01,55.3
1970-01-01 00:00:00.000000584,1975-10-01,54.9
1970-01-01 00:00:00.000000585,1975-09-01,54.6
1970-01-01 00:00:00.000000586,1975-08-01,54.3
1970-01-01 00:00:00.000000587,1975-07-01,54.2
1970-01-01 00:00:00.000000588,1975-06-01,53.6
1970-01-01 00:00:00.000000589,1975-05-01,53.2
1970-01-01 00:00:00.000000590,1975-04-01,52.9
1970-01-01 00:00:00.000000591,1975-03-01,52.7
1970-01-01 00:00:00.000000592,1975-02-01,52.5
1970-01-01 00:00:00.000000593,1975-01-01,52.1
1970-01-01 00:00:00.000000594,1974-12-01,51.9
1970-01-01 00:00:00.000000595,1974-11-01,51.5
1970-01-01 00:00:00.000000596,1974-10-01,51.1
1970-01-01 00:00:00.000000597,1974-09-01,50.6
1970-01-01 00:00:00.000000598,1974-08-01,50.0
1970-01-01 00:00:00.000000599,1974-07-01,49.4
1970-01-01 00:00:00.000000600,1974-06-01,49.0
1970-01-01 00:00:00.000000601,1974-05-01,48.6
1970-01-01 00:00:00.000000602,1974-04-01,48.0
1970-01-01 00:00:00.000000603,1974-03-01,47.8
1970-01-01 00:00:00.000000604,1974-02-01,47.2
1970-01-01 00:00:00.000000605,1974-01-01,46.6
1970-01-01 00:00:00.000000606,1973-12-01,46.2
1970-01-01 00:00:00.000000607,1973-11-01,45.9
1970-01-01 00:00:00.000000608,1973-10-01,45.6
1970-01-01 00:00:00.000000609,1973-09-01,45.2
1970-01-01 00:00:00.000000610,1973-08-01,45.1
1970-01-01 00:00:00.000000611,1973-07-01,44.3
1970-01-01 00:00:00.000000612,1973-06-01,44.2
1970-01-01 00:00:00.000000613,1973-05-01,43.9
1970-01-01 00:00:00.000000614,1973-04-01,43.6
1970-01-01 00:00:00.000000615,1973-03-01,43.3
1970-01-01 00:00:00.000000616,1973-02-01,42.9
1970-01-01 00:00:00.000000617,1973-01-01,42.6
1970-01-01 00:00:00.000000618,1972-12-01,42.5
1970-01-01 00:00:00.000000619,1972-11-01,42.4
1970-01-01 00:00:00.000000620,1972-10-01,42.3
1970-01-01 00:00:00.000000621,1972-09-01,42.1
1970-01-01 00:00:00.000000622,1972-08-01,42.0
1970-01-01 00:00:00.000000623,1972-07-01,41.9
1970-01-01 00:00:00.000000624,1972-06-01,41.7
1970-01-01 00:00:00.000000625,1972-05-01,41.6
1970-01-01 00:00:00.000000626,1972-04-01,41.5
1970-01-01 00:00:00.000000627,1972-03-01,41.4
1970-01-01 00:00:00.000000628,1972-02-01,41.3
1970-01-01 00:00:00.000000629,1972-01-01,41.1
1970-01-01 00:00:00.000000630,1971-12-01,41.1
1970-01-01 00:00:00.000000631,1971-11-01,40.9
1970-01-01 00:00:00.000000632,1971-10-01,40.9
1970-01-01 00:00:00.000000633,1971-09-01,40.8
1970-01-01 00:00:00.000000634,1971-08-01,40.8
1970-01-01 00:00:00.000000635,1971-07-01,40.7
1970-01-01 00:00:00.000000636,1971-06-01,40.6
1970-01-01 00:00:00.000000637,1971-05-01,40.3
1970-01-01 00:00:00.000000638,1971-04-01,40.1
1970-01-01 00:00:00.000000639,1971-03-01,40.0
1970-01-01 00:00:00.000000640,1971-02-01,39.9
1970-01-01 00:00:00.000000641,1971-01-01,39.8
1970-01-01 00:00:00.000000642,1970-12-01,39.8
1970-01-01 00:00:00.000000643,1970-11-01,39.6
1970-01-01 00:00:00.000000644,1970-10-01,39.4
1970-01-01 00:00:00.000000645,1970-09-01,39.2
1970-01-01 00:00:00.000000646,1970-08-01,39.0
1970-01-01 00:00:00.000000647,1970-07-01,39.0
1970-01-01 00:00:00.000000648,1970-06-01,38.8
1970-01-01 00:00:00.000000649,1970-05-01,38.6
1970-01-01 00:00:00.000000650,1970-04-01,38.5
1970-01-01 00:00:00.000000651,1970-03-01,38.2
1970-01-01 00:00:00.000000652,1970-02-01,38.0
1970-01-01 00:00:00.000000653,1970-01-01,37.8
1970-01-01 00:00:00.000000654,1969-12-01,37.7
1970-01-01 00:00:00.000000655,1969-11-01,37.5
1970-01-01 00:00:00.000000656,1969-10-01,37.3
1970-01-01 00:00:00.000000657,1969-09-01,37.1
1970-01-01 00:00:00.000000658,1969-08-01,37.0
1970-01-01 00:00:00.000000659,1969-07-01,36.8
1970-01-01 00:00:00.000000660,1969-06-01,36.6
1970-01-01 00:00:00.000000661,1969-05-01,36.4
1970-01-01 00:00:00.000000662,1969-04-01,36.3
1970-01-01 00:00:00.000000663,1969-03-01,36.1
1970-01-01 00:00:00.000000664,1969-02-01,35.8
1970-01-01 00:00:00.000000665,1969-01-01,35.6
1970-01-01 00:00:00.000000666,1968-12-01,35.5
1970-01-01 00:00:00.000000667,1968-11-01,35.4
1970-01-01 00:00:00.000000668,1968-10-01,35.3
1970-01-01 00:00:00.000000669,1968-09-01,35.1
1970-01-01 00:00:00.000000670,1968-08-01,35.0
1970-01-01 00:00:00.000000671,1968-07-01,34.9
1970-01-01 00:00:00.000000672,1968-06-01,34.7
1970-01-01 00:00:00.000000673,1968-05-01,34.5
1970-01-01 00:00:00.000000674,1968-04-01,34.4
1970-01-01 00:00:00.000000675,1968-03-01,34.3
1970-01-01 00:00:00.000000676,1968-02-01,34.2
1970-01-01 00:00:00.000000677,1968-01-01,34.1
1970-01-01 00:00:00.000000678,1967-12-01,33.9
1970-01-01 00:00:00.000000679,1967-11-01,33.8
1970-01-01 00:00:00.000000680,1967-10-01,33.7
1970-01-01 00:00:00.000000681,1967-09-01,33.6
1970-01-01 00:00:00.000000682,1967-08-01,33.5
1970-01-01 00:00:00.000000683,1967-07-01,33.4
1970-01-01 00:00:00.000000684,1967-06-01,33.3
1970-01-01 00:00:00.000000685,1967-05-01,33.2
1970-01-01 00:00:00.000000686,1967-04-01,33.1
1970-01-01 00:00:00.000000687,1967-03-01,33.0
1970-01-01 00:00:00.000000688,1967-02-01,32.9
1970-01-01 00:00:00.000000689,1967-01-01,32.9
1970-01-01 00:00:00.000000690,1966-12-01,32.9
1970-01-01 00:00:00.000000691,1966-11-01,32.9
1970-01-01 00:00:00.000000692,1966-10-01,32.9
1970-01-01 00:00:00.000000693,1966-09-01,32.7
1970-01-01 00:00:00.000000694,1966-08-01,32.7
1970-01-01 00:00:00.000000695,1966-07-01,32.5
1970-01-01 00:00:00.000000696,1966-06-01,32.4
1970-01-01 00:00:00.000000697,1966-05-01,32.3
1970-01-01 00:00:00.000000698,1966-04-01,32.3
1970-01-01 00:00:00.000000699,1966-03-01,32.1
1970-01-01 00:00:00.000000700,1966-02-01,32.0
1970-01-01 00:00:00.000000701,1966-01-01,31.8
1970-01-01 00:00:00.000000702,1965-12-01,31.8
1970-01-01 00:00:00.000000703,1965-11-01,31.7
1970-01-01 00:00:00.000000704,1965-10-01,31.7
1970-01-01 00:00:00.000000705,1965-09-01,31.6
1970-01-01 00:00:00.000000706,1965-08-01,31.6
1970-01-01 00:00:00.000000707,1965-07-01,31.6
1970-01-01 00:00:00.000000708,1965-06-01,31.6
1970-01-01 00:00:00.000000709,1965-05-01,31.4
1970-01-01 00:00:00.000000710,1965-04-01,31.4
1970-01-01 00:00:00.000000711,1965-03-01,31.3
1970-01-01 00:00:00.000000712,1965-02-01,31.2
1970-01-01 00:00:00.000000713,1965-01-01,31.2
1970-01-01 00:00:00.000000714,1964-12-01,31.2
1970-01-01 00:00:00.000000715,1964-11-01,31.2
1970-01-01 00:00:00.000000716,1964-10-01,31.1
1970-01-01 00:00:00.000000717,1964-09-01,31.1
1970-01-01 00:00:00.000000718,1964-08-01,31.0
1970-01-01 00:00:00.000000719,1964-07-01,31.1
1970-01-01 00:00:00.000000720,1964-06-01,31.0
1970-01-01 00:00:00.000000721,1964-05-01,30.9
1970-01-01 00:00:00.000000722,1964-04-01,30.9
1970-01-01 00:00:00.000000723,1964-03-01,30.9
1970-01-01 00:00:00.000000724,1964-02-01,30.9
1970-01-01 00:00:00.000000725,1964-01-01,30.9
1970-01-01 00:00:00.000000726,1963-12-01,30.9
1970-01-01 00:00:00.000000727,1963-11-01,30.8
1970-01-01 00:00:00.000000728,1963-10-01,30.8
1970-01-01 00:00:00.000000729,1963-09-01,30.7
1970-01-01 00:00:00.000000730,1963-08-01,30.7
1970-01-01 00:00:00.000000731,1963-07-01,30.7
1970-01-01 00:00:00.000000732,1963-06-01,30.6
1970-01-01 00:00:00.000000733,1963-05-01,30.5
1970-01-01 00:00:00.000000734,1963-04-01,30.5
1970-01-01 00:00:00.000000735,1963-03-01,30.5
1970-01-01 00:00:00.000000736,1963-02-01,30.4
1970-01-01 00:00:00.000000737,1963-01-01,30.4
1970-01-01 00:00:00.000000738,1962-12-01,30.4
1970-01-01 00:00:00.000000739,1962-11-01,30.4
1970-01-01 00:00:00.000000740,1962-10-01,30.4
1970-01-01 00:00:00.000000741,1962-09-01,30.4
1970-01-01 00:00:00.000000742,1962-08-01,30.3
1970-01-01 00:00:00.000000743,1962-07-01,30.3
1970-01-01 00:00:00.000000744,1962-06-01,30.2
1970-01-01 00:00:00.000000745,1962-05-01,30.2
1970-01-01 00:00:00.000000746,1962-04-01,30.2
1970-01-01 00:00:00.000000747,1962-03-01,30.1
1970-01-01 00:00:00.000000748,1962-02-01,30.1
1970-01-01 00:00:00.000000749,1962-01-01,30.0
1970-01-01 00:00:00.000000750,1961-12-01,30.0
1970-01-01 00:00:00.000000751,1961-11-01,30.0
1970-01-01 00:00:00.000000752,1961-10-01,30.0
1970-01-01 00:00:00.000000753,1961-09-01,30.0
1970-01-01 00:00:00.000000754,1961-08-01,29.9
1970-01-01 00:00:00.000000755,1961-07-01,30.0
1970-01-01 00:00:00.000000756,1961-06-01,29.8
1970-01-01 00:00:00.000000757,1961-05-01,29.8
1970-01-01 00:00:00.000000758,1961-04-01,29.8
1970-01-01 00:00:00.000000759,1961-03-01,29.8
1970-01-01 00:00:00.000000760,1961-02-01,29.8
1970-01-01 00:00:00.000000761,1961-01-01,29.8
1970-01-01 00:00:00.000000762,1960-12-01,29.8
1970-01-01 00:00:00.000000763,1960-11-01,29.8
1970-01-01 00:00:00.000000764,1960-10-01,29.8
1970-01-01 00:00:00.000000765,1960-09-01,29.6
1970-01-01 00:00:00.000000766,1960-08-01,29.6
1970-01-01 00:00:00.000000767,1960-07-01,29.6
1970-01-01 00:00:00.000000768,1960-06-01,29.6
1970-01-01 00:00:00.000000769,1960-05-01,29.5
1970-01-01 00:00:00.000000770,1960-04-01,29.5
1970-01-01 00:00:00.000000771,1960-03-01,29.4
1970-01-01 00:00:00.000000772,1960-02-01,29.4
1970-01-01 00:00:00.000000773,1960-01-01,29.3
1970-01-01 00:00:00.000000774,1959-12-01,29.4
1970-01-01 00:00:00.000000775,1959-11-01,29.4
1970-01-01 00:00:00.000000776,1959-10-01,29.4
1970-01-01 00:00:00.000000777,1959-09-01,29.3
1970-01-01 00:00:00.000000778,1959-08-01,29.2
1970-01-01 00:00:00.000000779,1959-07-01,29.2
1970-01-01 00:00:00.000000780,1959-06-01,29.1
1970-01-01 00:00:00.000000781,1959-05-01,29.0
1970-01-01 00:00:00.000000782,1959-04-01,29.0
1970-01-01 00:00:00.000000783,1959-03-01,28.9
1970-01-01 00:00:00.000000784,1959-02-01,28.9
1970-01-01 00:00:00.000000785,1959-01-01,29.0
1970-01-01 00:00:00.000000786,1958-12-01,28.9
1970-01-01 00:00:00.000000787,1958-11-01,29.0
1970-01-01 00:00:00.000000788,1958-10-01,28.9
1970-01-01 00:00:00.000000789,1958-09-01,28.9
1970-01-01 00:00:00.000000790,1958-08-01,28.9
1970-01-01 00:00:00.000000791,1958-07-01,29.0
1970-01-01 00:00:00.000000792,1958-06-01,28.9
1970-01-01 00:00:00.000000793,1958-05-01,28.9
1970-01-01 00:00:00.000000794,1958-04-01,28.9
1970-01-01 00:00:00.000000795,1958-03-01,28.8
1970-01-01 00:00:00.000000796,1958-02-01,28.6
1970-01-01 00:00:00.000000797,1958-01-01,28.6
1970-01-01 00:00:00.000000798,1957-12-01,28.4
1970-01-01 00:00:00.000000799,1957-11-01,28.4
1970-01-01 00:00:00.000000800,1957-10-01,28.3
1970-01-01 00:00:00.000000801,1957-09-01,28.3
1970-01-01 00:00:00.000000802,1957-08-01,28.3
1970-01-01 00:00:00.000000803,1957-07-01,28.3
1970-01-01 00:00:00.000000804,1957-06-01,28.1
1970-01-01 00:00:00.000000805,1957-05-01,28.0
1970-01-01 00:00:00.000000806,1957-04-01,27.9
1970-01-01 00:00:00.000000807,1957-03-01,27.8
1970-01-01 00:00:00.000000808,1957-02-01,27.7
1970-01-01 00:00:00.000000809,1957-01-01,27.6
1970-01-01 00:00:00.000000810,1956-12-01,27.6
1970-01-01 00:00:00.000000811,1956-11-01,27.5
1970-01-01 00:00:00.000000812,1956-10-01,27.5
1970-01-01 00:00:00.000000813,1956-09-01,27.4
1970-01-01 00:00:00.000000814,1956-08-01,27.3
1970-01-01 00:00:00.000000815,1956-07-01,27.4
1970-01-01 00:00:00.000000816,1956-06-01,27.2
1970-01-01 00:00:00.000000817,1956-05-01,27.0
1970-01-01 00:00:00.000000818,1956-04-01,26.9
1970-01-01 00:00:00.000000819,1956-03-01,26.8
1970-01-01 00:00:00.000000820,1956-02-01,26.8
1970-01-01 00:00:00.000000821,1956-01-01,26.8
1970-01-01 00:00:00.000000822,1955-12-01,26.8
1970-01-01 00:00:00.000000823,1955-11-01,26.9
1970-01-01 00:00:00.000000824,1955-10-01,26.9
1970-01-01 00:00:00.000000825,1955-09-01,26.9
1970-01-01 00:00:00.000000826,1955-08-01,26.8
1970-01-01 00:00:00.000000827,1955-07-01,26.8
1970-01-01 00:00:00.000000828,1955-06-01,26.7
1970-01-01 00:00:00.000000829,1955-05-01,26.7
1970-01-01 00:00:00.000000830,1955-04-01,26.7
1970-01-01 00:00:00.000000831,1955-03-01,26.7
1970-01-01 00:00:00.000000832,1955-02-01,26.7
1970-01-01 00:00:00.000000833,1955-01-01,26.7
1970-01-01 00:00:00.000000834,1954-12-01,26.7
1970-01-01 00:00:00.000000835,1954-11-01,26.8
1970-01-01 00:00:00.000000836,1954-10-01,26.8
1970-01-01 00:00:00.000000837,1954-09-01,26.8
1970-01-01 00:00:00.000000838,1954-08-01,26.9
1970-01-01 00:00:00.000000839,1954-07-01,26.9
1970-01-01 00:00:00.000000840,1954-06-01,26.9
1970-01-01 00:00:00.000000841,1954-05-01,26.9
1970-01-01 00:00:00.000000842,1954-04-01,26.8
1970-01-01 00:00:00.000000843,1954-03-01,26.9
1970-01-01 00:00:00.000000844,1954-02-01,26.9
1970-01-01 00:00:00.000000845,1954-01-01,26.9
1970-01-01 00:00:00.000000846,1953-12-01,26.9
1970-01-01 00:00:00.000000847,1953-11-01,26.9
1970-01-01 00:00:00.000000848,1953-10-01,27.0
1970-01-01 00:00:00.000000849,1953-09-01,26.9
1970-01-01 00:00:00.000000850,1953-08-01,26.9
1970-01-01 00:00:00.000000851,1953-07-01,26.8
1970-01-01 00:00:00.000000852,1953-06-01,26.8
1970-01-01 00:00:00.000000853,1953-05-01,26.7
1970-01-01 00:00:00.000000854,1953-04-01,26.6
1970-01-01 00:00:00.000000855,1953-03-01,26.6
1970-01-01 00:00:00.000000856,1953-02-01,26.5
1970-01-01 00:00:00.000000857,1953-01-01,26.6
1970-01-01 00:00:00.000000858,1952-12-01,26.7
1970-01-01 00:00:00.000000859,1952-11-01,26.7
1970-01-01 00:00:00.000000860,1952-10-01,26.7
1970-01-01 00:00:00.000000861,1952-09-01,26.7
1970-01-01 00:00:00.000000862,1952-08-01,26.7
1970-01-01 00:00:00.000000863,1952-07-01,26.7
1970-01-01 00:00:00.000000864,1952-06-01,26.5
1970-01-01 00:00:00.000000865,1952-05-01,26.4
1970-01-01 00:00:00.000000866,1952-04-01,26.4
1970-01-01 00:00:00.000000867,1952-03-01,26.3
1970-01-01 00:00:00.000000868,1952-02-01,26.3
1970-01-01 00:00:00.000000869,1952-01-01,26.5
1970-01-01 00:00:00.000000870,1951-12-01,26.5
1970-01-01 00:00:00.000000871,1951-11-01,26.4
1970-01-01 00:00:00.000000872,1951-10-01,26.2
1970-01-01 00:00:00.000000873,1951-09-01,26.1
1970-01-01 00:00:00.000000874,1951-08-01,25.9
1970-01-01 00:00:00.000000875,1951-07-01,25.9
1970-01-01 00:00:00.000000876,1951-06-01,25.9
1970-01-01 00:00:00.000000877,1951-05-01,25.9
1970-01-01 00:00:00.000000878,1951-04-01,25.8
1970-01-01 00:00:00.000000879,1951-03-01,25.8
1970-01-01 00:00:00.000000880,1951-02-01,25.7
1970-01-01 00:00:00.000000881,1951-01-01,25.4
1970-01-01 00:00:00.000000882,1950-12-01,25.0
1970-01-01 00:00:00.000000883,1950-11-01,24.7
1970-01-01 00:00:00.000000884,1950-10-01,24.6
1970-01-01 00:00:00.000000885,1950-09-01,24.4
1970-01-01 00:00:00.000000886,1950-08-01,24.3
1970-01-01 00:00:00.000000887,1950-07-01,24.1
1970-01-01 00:00:00.000000888,1950-06-01,23.8
1970-01-01 00:00:00.000000889,1950-05-01,23.7
1970-01-01 00:00:00.000000890,1950-04-01,23.6
1970-01-01 00:00:00.000000891,1950-03-01,23.6
1970-01-01 00:00:00.000000892,1950-02-01,23.5
1970-01-01 00:00:00.000000893,1950-01-01,23.5
1970-01-01 00:00:00.000000894,1949-12-01,23.6
1970-01-01 00:00:00.000000895,1949-11-01,23.8
1970-01-01 00:00:00.000000896,1949-10-01,23.7
1970-01-01 00:00:00.000000897,1949-09-01,23.9
1970-01-01 00:00:00.000000898,1949-08-01,23.8
1970-01-01 00:00:00.000000899,1949-07-01,23.7
1970-01-01 00:00:00.000000900,1949-06-01,23.9
1970-01-01 00:00:00.000000901,1949-05-01,23.8
1970-01-01 00:00:00.000000902,1949-04-01,23.9
1970-01-01 00:00:00.000000903,1949-03-01,23.8
1970-01-01 00:00:00.000000904,1949-02-01,23.8
1970-01-01 00:00:00.000000905,1949-01-01,24.0
1970-01-01 00:00:00.000000906,1948-12-01,24.1
1970-01-01 00:00:00.000000907,1948-11-01,24.2
1970-01-01 00:00:00.000000908,1948-10-01,24.4
1970-01-01 00:00:00.000000909,1948-09-01,24.5
1970-01-01 00:00:00.000000910,1948-08-01,24.5
1970-01-01 00:00:00.000000911,1948-07-01,24.4
1970-01-01 00:00:00.000000912,1948-06-01,24.1
1970-01-01 00:00:00.000000913,1948-05-01,23.9
1970-01-01 00:00:00.000000914,1948-04-01,23.8
1970-01-01 00:00:00.000000915,1948-03-01,23.4
1970-01-01 00:00:00.000000916,1948-02-01,23.5
1970-01-01 00:00:00.000000917,1948-01-01,23.7
1970-01-01 00:00:00.000000918,1947-12-01,23.4
1970-01-01 00:00:00.000000919,1947-11-01,23.1
1970-01-01 00:00:00.000000920,1947-10-01,23.0
1970-01-01 00:00:00.000000921,1947-09-01,23.0
1970-01-01 00:00:00.000000922,1947-08-01,22.5
1970-01-01 00:00:00.000000923,1947-07-01,22.2
1970-01-01 00:00:00.000000924,1947-06-01,22.0
1970-01-01 00:00:00.000000925,1947-05-01,21.9
1970-01-01 00:00:00.000000926,1947-04-01,21.9
1970-01-01 00:00:00.000000927,1947-03-01,21.9
1970-01-01 00:00:00.000000928,1947-02-01,21.5
1970-01-01 00:00:00.000000929,1947-01-01,21.5
1970-01-01 00:00:00.000000930,1946-12-01,21.5
1970-01-01 00:00:00.000000931,1946-11-01,21.3
1970-01-01 00:00:00.000000932,1946-10-01,20.8
1970-01-01 00:00:00.000000933,1946-09-01,20.4
1970-01-01 00:00:00.000000934,1946-08-01,20.2
1970-01-01 00:00:00.000000935,1946-07-01,19.8
1970-01-01 00:00:00.000000936,1946-06-01,18.7
1970-01-01 00:00:00.000000937,1946-05-01,18.5
1970-01-01 00:00:00.000000938,1946-04-01,18.4
1970-01-01 00:00:00.000000939,1946-03-01,18.3
1970-01-01 00:00:00.000000940,1946-02-01,18.1
1970-01-01 00:00:00.000000941,1946-01-01,18.2
1970-01-01 00:00:00.000000942,1945-12-01,18.2
1970-01-01 00:00:00.000000943,1945-11-01,18.1
1970-01-01 00:00:00.000000944,1945-10-01,18.1
1970-01-01 00:00:00.000000945,1945-09-01,18.1
1970-01-01 00:00:00.000000946,1945-08-01,18.1
1970-01-01 00:00:00.000000947,1945-07-01,18.1
1970-01-01 00:00:00.000000948,1945-06-01,18.1
1970-01-01 00:00:00.000000949,1945-05-01,17.9
1970-01-01 00:00:00.000000950,1945-04-01,17.8
1970-01-01 00:00:00.000000951,1945-03-01,17.8
1970-01-01 00:00:00.000000952,1945-02-01,17.8
1970-01-01 00:00:00.000000953,1945-01-01,17.8
1970-01-01 00:00:00.000000954,1944-12-01,17.8
1970-01-01 00:00:00.000000955,1944-11-01,17.7
1970-01-01 00:00:00.000000956,1944-10-01,17.7
1970-01-01 00:00:00.000000957,1944-09-01,17.7
1970-01-01 00:00:00.000000958,1944-08-01,17.7
1970-01-01 00:00:00.000000959,1944-07-01,17.7
1970-01-01 00:00:00.000000960,1944-06-01,17.6
1970-01-01 00:00:00.000000961,1944-05-01,17.5
1970-01-01 00:00:00.000000962,1944-04-01,17.5
1970-01-01 00:00:00.000000963,1944-03-01,17.4
1970-01-01 00:00:00.000000964,1944-02-01,17.4
1970-01-01 00:00:00.000000965,1944-01-01,17.4
1970-01-01 00:00:00.000000966,1943-12-01,17.4
1970-01-01 00:00:00.000000967,1943-11-01,17.4
1970-01-01 00:00:00.000000968,1943-10-01,17.4
1970-01-01 00:00:00.000000969,1943-09-01,17.4
1970-01-01 00:00:00.000000970,1943-08-01,17.3
1970-01-01 00:00:00.000000971,1943-07-01,17.4
1970-01-01 00:00:00.000000972,1943-06-01,17.5
1970-01-01 00:00:00.000000973,1943-05-01,17.5
1970-01-01 00:00:00.000000974,1943-04-01,17.4
1970-01-01 00:00:00.000000975,1943-03-01,17.2
1970-01-01 00:00:00.000000976,1943-02-01,16.9
1970-01-01 00:00:00.000000977,1943-01-01,16.9
1970-01-01 00:00:00.000000978,1942-12-01,16.9
1970-01-01 00:00:00.000000979,1942-11-01,16.8
1970-01-01 00:00:00.000000980,1942-10-01,16.7
1970-01-01 00:00:00.000000981,1942-09-01,16.5
1970-01-01 00:00:00.000000982,1942-08-01,16.5
1970-01-01 00:00:00.000000983,1942-07-01,16.4
1970-01-01 00:00:00.000000984,1942-06-01,16.3
1970-01-01 00:00:00.000000985,1942-05-01,16.3
1970-01-01 00:00:00.000000986,1942-04-01,16.1
1970-01-01 00:00:00.000000987,1942-03-01,16
1970-01-01 00:00:00.000000988,1942-02-01,15.8
1970-01-01 00:00:00.000000989,1942-01-01,15.7
1970-01-01 00:00:00.000000990,1941-12-01,15.5
1970-01-01 00:00:00.000000991,1941-11-01,15.4
1970-01-01 00:00:00.000000992,1941-10-01,15.3
1970-01-01 00:00:00.000000993,1941-09-01,15.1
1970-01-01 00:00:00.000000994,1941-08-01,14.9
1970-01-01 00:00:00.000000995,1941-07-01,14.7
1970-01-01 00:00:00.000000996,1941-06-01,14.7
