date,date,value
1970-01-01 00:00:00.000000498,1983-01-01,10.46
1970-01-01 00:00:00.000000499,1982-12-01,10.54
1970-01-01 00:00:00.000000500,1982-11-01,10.55
1970-01-01 00:00:00.000000501,1982-10-01,10.91
1970-01-01 00:00:00.000000502,1982-09-01,12.34
1970-01-01 00:00:00.000000503,1982-08-01,13.06
1970-01-01 00:00:00.000000504,1982-07-01,13.95
1970-01-01 00:00:00.000000505,1982-06-01,14.30
1970-01-01 00:00:00.000000506,1982-05-01,13.62
1970-01-01 00:00:00.000000507,1982-04-01,13.87
1970-01-01 00:00:00.000000508,1982-03-01,13.86
1970-01-01 00:00:00.000000509,1982-02-01,14.43
1970-01-01 00:00:00.000000510,1982-01-01,14.59
1970-01-01 00:00:00.000000511,1981-12-01,13.72
1970-01-01 00:00:00.000000512,1981-11-01,13.39
1970-01-01 00:00:00.000000513,1981-10-01,15.15
1970-01-01 00:00:00.000000514,1981-09-01,15.32
1970-01-01 00:00:00.000000515,1981-08-01,14.94
1970-01-01 00:00:00.000000516,1981-07-01,14.28
1970-01-01 00:00:00.000000517,1981-06-01,13.47
1970-01-01 00:00:00.000000518,1981-05-01,14.10
1970-01-01 00:00:00.000000519,1981-04-01,13.68
1970-01-01 00:00:00.000000520,1981-03-01,13.12
1970-01-01 00:00:00.000000521,1981-02-01,13.19
1970-01-01 00:00:00.000000522,1981-01-01,12.57
1970-01-01 00:00:00.000000523,1980-12-01,12.84
1970-01-01 00:00:00.000000524,1980-11-01,12.68
1970-01-01 00:00:00.000000525,1980-10-01,11.75
1970-01-01 00:00:00.000000526,1980-09-01,11.51
1970-01-01 00:00:00.000000527,1980-08-01,11.10
1970-01-01 00:00:00.000000528,1980-07-01,10.25
1970-01-01 00:00:00.000000529,1980-06-01,9.78
1970-01-01 00:00:00.000000530,1980-05-01,10.18
1970-01-01 00:00:00.000000531,1980-04-01,11.47
1970-01-01 00:00:00.000000532,1980-03-01,12.75
1970-01-01 00:00:00.000000533,1980-02-01,12.41
1970-01-01 00:00:00.000000534,1980-01-01,10.80
1970-01-01 00:00:00.000000535,1979-12-01,10.39
1970-01-01 00:00:00.000000536,1979-11-01,10.65
1970-01-01 00:00:00.000000537,1979-10-01,10.30
1970-01-01 00:00:00.000000538,1979-09-01,9.33
1970-01-01 00:00:00.000000539,1979-08-01,9.03
1970-01-01 00:00:00.000000540,1979-07-01,8.95
1970-01-01 00:00:00.000000541,1979-06-01,8.91
1970-01-01 00:00:00.000000542,1979-05-01,9.25
1970-01-01 00:00:00.000000543,1979-04-01,9.18
1970-01-01 00:00:00.000000544,1979-03-01,9.12
1970-01-01 00:00:00.000000545,1979-02-01,9.10
1970-01-01 00:00:00.000000546,1979-01-01,9.10
1970-01-01 00:00:00.000000547,1978-12-01,9.01
1970-01-01 00:00:00.000000548,1978-11-01,8.81
1970-01-01 00:00:00.000000549,1978-10-01,8.64
1970-01-01 00:00:00.000000550,1978-09-01,8.42
1970-01-01 00:00:00.000000551,1978-08-01,8.41
1970-01-01 00:00:00.000000552,1978-07-01,8.64
1970-01-01 00:00:00.000000553,1978-06-01,8.46
1970-01-01 00:00:00.000000554,1978-05-01,8.35
1970-01-01 00:00:00.000000555,1978-04-01,8.15
1970-01-01 00:00:00.000000556,1978-03-01,8.04
1970-01-01 00:00:00.000000557,1978-02-01,8.03
1970-01-01 00:00:00.000000558,1978-01-01,7.96
1970-01-01 00:00:00.000000559,1977-12-01,7.69
1970-01-01 00:00:00.000000560,1977-11-01,7.58
1970-01-01 00:00:00.000000561,1977-10-01,7.52
1970-01-01 00:00:00.000000562,1977-09-01,7.34
1970-01-01 00:00:00.000000563,1977-08-01,7.40
1970-01-01 00:00:00.000000564,1977-07-01,7.33
1970-01-01 00:00:00.000000565,1977-06-01,7.28
1970-01-01 00:00:00.000000566,1977-05-01,7.46
1970-01-01 00:00:00.000000567,1977-04-01,7.37
1970-01-01 00:00:00.000000568,1977-03-01,7.46
1970-01-01 00:00:00.000000569,1977-02-01,7.39
1970-01-01 00:00:00.000000570,1977-01-01,7.21
1970-01-01 00:00:00.000000571,1976-12-01,6.87
1970-01-01 00:00:00.000000572,1976-11-01,7.29
1970-01-01 00:00:00.000000573,1976-10-01,7.41
1970-01-01 00:00:00.000000574,1976-09-01,7.59
1970-01-01 00:00:00.000000575,1976-08-01,7.77
1970-01-01 00:00:00.000000576,1976-07-01,7.83
1970-01-01 00:00:00.000000577,1976-06-01,7.86
1970-01-01 00:00:00.000000578,1976-05-01,7.90
1970-01-01 00:00:00.000000579,1976-04-01,7.56
1970-01-01 00:00:00.000000580,1976-03-01,7.73
1970-01-01 00:00:00.000000581,1976-02-01,7.79
1970-01-01 00:00:00.000000582,1976-01-01,7.74
1970-01-01 00:00:00.000000583,1975-12-01,8.00
1970-01-01 00:00:00.000000584,1975-11-01,8.05
1970-01-01 00:00:00.000000585,1975-10-01,8.14
1970-01-01 00:00:00.000000586,1975-09-01,8.43
1970-01-01 00:00:00.000000587,1975-08-01,8.40
1970-01-01 00:00:00.000000588,1975-07-01,8.06
1970-01-01 00:00:00.000000589,1975-06-01,7.86
1970-01-01 00:00:00.000000590,1975-05-01,8.06
1970-01-01 00:00:00.000000591,1975-04-01,8.23
1970-01-01 00:00:00.000000592,1975-03-01,7.73
1970-01-01 00:00:00.000000593,1975-02-01,7.39
1970-01-01 00:00:00.000000594,1975-01-01,7.50
1970-01-01 00:00:00.000000595,1974-12-01,7.43
1970-01-01 00:00:00.000000596,1974-11-01,7.68
1970-01-01 00:00:00.000000597,1974-10-01,7.90
1970-01-01 00:00:00.000000598,1974-09-01,8.04
1970-01-01 00:00:00.000000599,1974-08-01,8.04
1970-01-01 00:00:00.000000600,1974-07-01,7.81
1970-01-01 00:00:00.000000601,1974-06-01,7.54
1970-01-01 00:00:00.000000602,1974-05-01,7.58
1970-01-01 00:00:00.000000603,1974-04-01,7.51
1970-01-01 00:00:00.000000604,1974-03-01,7.21
1970-01-01 00:00:00.000000605,1974-02-01,6.96
1970-01-01 00:00:00.000000606,1974-01-01,6.99
1970-01-01 00:00:00.000000607,1973-12-01,6.74
1970-01-01 00:00:00.000000608,1973-11-01,6.73
1970-01-01 00:00:00.000000609,1973-10-01,6.79
1970-01-01 00:00:00.000000610,1973-09-01,7.09
1970-01-01 00:00:00.000000611,1973-08-01,7.40
1970-01-01 00:00:00.000000612,1973-07-01,7.13
1970-01-01 00:00:00.000000613,1973-06-01,6.90
1970-01-01 00:00:00.000000614,1973-05-01,6.85
1970-01-01 00:00:00.000000615,1973-04-01,6.67
1970-01-01 00:00:00.000000616,1973-03-01,6.71
1970-01-01 00:00:00.000000617,1973-02-01,6.64
1970-01-01 00:00:00.000000618,1973-01-01,6.46
1970-01-01 00:00:00.000000619,1972-12-01,6.36
1970-01-01 00:00:00.000000620,1972-11-01,6.28
1970-01-01 00:00:00.000000621,1972-10-01,6.48
1970-01-01 00:00:00.000000622,1972-09-01,6.55
1970-01-01 00:00:00.000000623,1972-08-01,6.21
1970-01-01 00:00:00.000000624,1972-07-01,6.11
1970-01-01 00:00:00.000000625,1972-06-01,6.11
1970-01-01 00:00:00.000000626,1972-05-01,6.13
1970-01-01 00:00:00.000000627,1972-04-01,6.19
1970-01-01 00:00:00.000000628,1972-03-01,6.07
1970-01-01 00:00:00.000000629,1972-02-01,6.08
1970-01-01 00:00:00.000000630,1972-01-01,5.95
1970-01-01 00:00:00.000000631,1971-12-01,5.93
1970-01-01 00:00:00.000000632,1971-11-01,5.81
1970-01-01 00:00:00.000000633,1971-10-01,5.93
1970-01-01 00:00:00.000000634,1971-09-01,6.14
1970-01-01 00:00:00.000000635,1971-08-01,6.58
1970-01-01 00:00:00.000000636,1971-07-01,6.73
1970-01-01 00:00:00.000000637,1971-06-01,6.52
1970-01-01 00:00:00.000000638,1971-05-01,6.39
1970-01-01 00:00:00.000000639,1971-04-01,5.83
1970-01-01 00:00:00.000000640,1971-03-01,5.70
1970-01-01 00:00:00.000000641,1971-02-01,6.11
1970-01-01 00:00:00.000000642,1971-01-01,6.24
1970-01-01 00:00:00.000000643,1970-12-01,6.39
1970-01-01 00:00:00.000000644,1970-11-01,6.84
1970-01-01 00:00:00.000000645,1970-10-01,7.33
1970-01-01 00:00:00.000000646,1970-09-01,7.39
1970-01-01 00:00:00.000000647,1970-08-01,7.53
1970-01-01 00:00:00.000000648,1970-07-01,7.46
1970-01-01 00:00:00.000000649,1970-06-01,7.84
1970-01-01 00:00:00.000000650,1970-05-01,7.91
1970-01-01 00:00:00.000000651,1970-04-01,7.39
1970-01-01 00:00:00.000000652,1970-03-01,7.07
1970-01-01 00:00:00.000000653,1970-02-01,7.24
1970-01-01 00:00:00.000000654,1970-01-01,7.79
1970-01-01 00:00:00.000000655,1969-12-01,7.65
1970-01-01 00:00:00.000000656,1969-11-01,7.14
1970-01-01 00:00:00.000000657,1969-10-01,7.10
1970-01-01 00:00:00.000000658,1969-09-01,7.16
1970-01-01 00:00:00.000000659,1969-08-01,6.69
1970-01-01 00:00:00.000000660,1969-07-01,6.72
1970-01-01 00:00:00.000000661,1969-06-01,6.57
1970-01-01 00:00:00.000000662,1969-05-01,6.32
1970-01-01 00:00:00.000000663,1969-04-01,6.17
1970-01-01 00:00:00.000000664,1969-03-01,6.30
1970-01-01 00:00:00.000000665,1969-02-01,6.19
1970-01-01 00:00:00.000000666,1969-01-01,6.04
1970-01-01 00:00:00.000000667,1968-12-01,6.03
1970-01-01 00:00:00.000000668,1968-11-01,5.70
1970-01-01 00:00:00.000000669,1968-10-01,5.58
1970-01-01 00:00:00.000000670,1968-09-01,5.46
1970-01-01 00:00:00.000000671,1968-08-01,5.42
1970-01-01 00:00:00.000000672,1968-07-01,5.50
1970-01-01 00:00:00.000000673,1968-06-01,5.72
1970-01-01 00:00:00.000000674,1968-05-01,5.87
1970-01-01 00:00:00.000000675,1968-04-01,5.64
1970-01-01 00:00:00.000000676,1968-03-01,5.74
1970-01-01 00:00:00.000000677,1968-02-01,5.56
1970-01-01 00:00:00.000000678,1968-01-01,5.53
1970-01-01 00:00:00.000000679,1967-12-01,5.70
1970-01-01 00:00:00.000000680,1967-11-01,5.75
1970-01-01 00:00:00.000000681,1967-10-01,5.48
1970-01-01 00:00:00.000000682,1967-09-01,5.30
1970-01-01 00:00:00.000000683,1967-08-01,5.28
1970-01-01 00:00:00.000000684,1967-07-01,5.16
1970-01-01 00:00:00.000000685,1967-06-01,5.02
1970-01-01 00:00:00.000000686,1967-05-01,4.85
1970-01-01 00:00:00.000000687,1967-04-01,4.59
1970-01-01 00:00:00.000000688,1967-03-01,4.54
1970-01-01 00:00:00.000000689,1967-02-01,4.63
1970-01-01 00:00:00.000000690,1967-01-01,4.58
1970-01-01 00:00:00.000000691,1966-12-01,4.84
1970-01-01 00:00:00.000000692,1966-11-01,5.16
1970-01-01 00:00:00.000000693,1966-10-01,5.01
1970-01-01 00:00:00.000000694,1966-09-01,5.18
1970-01-01 00:00:00.000000695,1966-08-01,5.22
1970-01-01 00:00:00.000000696,1966-07-01,5.02
1970-01-01 00:00:00.000000697,1966-06-01,4.81
1970-01-01 00:00:00.000000698,1966-05-01,4.78
1970-01-01 00:00:00.000000699,1966-04-01,4.75
1970-01-01 00:00:00.000000700,1966-03-01,4.87
1970-01-01 00:00:00.000000701,1966-02-01,4.83
1970-01-01 00:00:00.000000702,1966-01-01,4.61
1970-01-01 00:00:00.000000703,1965-12-01,4.62
1970-01-01 00:00:00.000000704,1965-11-01,4.45
1970-01-01 00:00:00.000000705,1965-10-01,4.35
1970-01-01 00:00:00.000000706,1965-09-01,4.29
1970-01-01 00:00:00.000000707,1965-08-01,4.25
1970-01-01 00:00:00.000000708,1965-07-01,4.20
1970-01-01 00:00:00.000000709,1965-06-01,4.21
1970-01-01 00:00:00.000000710,1965-05-01,4.21
1970-01-01 00:00:00.000000711,1965-04-01,4.20
1970-01-01 00:00:00.000000712,1965-03-01,4.21
1970-01-01 00:00:00.000000713,1965-02-01,4.21
1970-01-01 00:00:00.000000714,1965-01-01,4.19
1970-01-01 00:00:00.000000715,1964-12-01,4.18
1970-01-01 00:00:00.000000716,1964-11-01,4.15
1970-01-01 00:00:00.000000717,1964-10-01,4.19
1970-01-01 00:00:00.000000718,1964-09-01,4.20
1970-01-01 00:00:00.000000719,1964-08-01,4.19
1970-01-01 00:00:00.000000720,1964-07-01,4.19
1970-01-01 00:00:00.000000721,1964-06-01,4.17
1970-01-01 00:00:00.000000722,1964-05-01,4.20
1970-01-01 00:00:00.000000723,1964-04-01,4.23
1970-01-01 00:00:00.000000724,1964-03-01,4.22
1970-01-01 00:00:00.000000725,1964-02-01,4.15
1970-01-01 00:00:00.000000726,1964-01-01,4.17
1970-01-01 00:00:00.000000727,1963-12-01,4.13
1970-01-01 00:00:00.000000728,1963-11-01,4.12
1970-01-01 00:00:00.000000729,1963-10-01,4.11
1970-01-01 00:00:00.000000730,1963-09-01,4.08
1970-01-01 00:00:00.000000731,1963-08-01,4.00
1970-01-01 00:00:00.000000732,1963-07-01,4.02
1970-01-01 00:00:00.000000733,1963-06-01,3.99
1970-01-01 00:00:00.000000734,1963-05-01,3.93
1970-01-01 00:00:00.000000735,1963-04-01,3.97
1970-01-01 00:00:00.000000736,1963-03-01,3.93
1970-01-01 00:00:00.000000737,1963-02-01,3.92
1970-01-01 00:00:00.000000738,1963-01-01,3.83
1970-01-01 00:00:00.000000739,1962-12-01,3.86
1970-01-01 00:00:00.000000740,1962-11-01,3.92
1970-01-01 00:00:00.000000741,1962-10-01,3.93
1970-01-01 00:00:00.000000742,1962-09-01,3.98
1970-01-01 00:00:00.000000743,1962-08-01,3.98
1970-01-01 00:00:00.000000744,1962-07-01,4.01
1970-01-01 00:00:00.000000745,1962-06-01,3.91
1970-01-01 00:00:00.000000746,1962-05-01,3.87
1970-01-01 00:00:00.000000747,1962-04-01,3.84
1970-01-01 00:00:00.000000748,1962-03-01,3.93
1970-01-01 00:00:00.000000749,1962-02-01,4.04
1970-01-01 00:00:00.000000750,1962-01-01,4.08
1970-01-01 00:00:00.000000751,1961-12-01,4.06
1970-01-01 00:00:00.000000752,1961-11-01,3.94
1970-01-01 00:00:00.000000753,1961-10-01,3.92
1970-01-01 00:00:00.000000754,1961-09-01,3.98
1970-01-01 00:00:00.000000755,1961-08-01,4.04
1970-01-01 00:00:00.000000756,1961-07-01,3.92
1970-01-01 00:00:00.000000757,1961-06-01,3.88
1970-01-01 00:00:00.000000758,1961-05-01,3.71
1970-01-01 00:00:00.000000759,1961-04-01,3.78
1970-01-01 00:00:00.000000760,1961-03-01,3.74
1970-01-01 00:00:00.000000761,1961-02-01,3.78
1970-01-01 00:00:00.000000762,1961-01-01,3.84
1970-01-01 00:00:00.000000763,1960-12-01,3.84
1970-01-01 00:00:00.000000764,1960-11-01,3.93
1970-01-01 00:00:00.000000765,1960-10-01,3.89
1970-01-01 00:00:00.000000766,1960-09-01,3.80
1970-01-01 00:00:00.000000767,1960-08-01,3.80
1970-01-01 00:00:00.000000768,1960-07-01,3.90
1970-01-01 00:00:00.000000769,1960-06-01,4.15
1970-01-01 00:00:00.000000770,1960-05-01,4.35
1970-01-01 00:00:00.000000771,1960-04-01,4.28
1970-01-01 00:00:00.000000772,1960-03-01,4.25
1970-01-01 00:00:00.000000773,1960-02-01,4.49
1970-01-01 00:00:00.000000774,1960-01-01,4.72
1970-01-01 00:00:00.000000775,1959-12-01,4.69
1970-01-01 00:00:00.000000776,1959-11-01,4.53
1970-01-01 00:00:00.000000777,1959-10-01,4.53
1970-01-01 00:00:00.000000778,1959-09-01,4.68
1970-01-01 00:00:00.000000779,1959-08-01,4.43
1970-01-01 00:00:00.000000780,1959-07-01,4.40
1970-01-01 00:00:00.000000781,1959-06-01,4.34
1970-01-01 00:00:00.000000782,1959-05-01,4.31
1970-01-01 00:00:00.000000783,1959-04-01,4.12
1970-01-01 00:00:00.000000784,1959-03-01,3.99
1970-01-01 00:00:00.000000785,1959-02-01,3.96
1970-01-01 00:00:00.000000786,1959-01-01,4.02
1970-01-01 00:00:00.000000787,1958-12-01,3.86
1970-01-01 00:00:00.000000788,1958-11-01,3.74
1970-01-01 00:00:00.000000789,1958-10-01,3.80
1970-01-01 00:00:00.000000790,1958-09-01,3.76
1970-01-01 00:00:00.000000791,1958-08-01,3.54
1970-01-01 00:00:00.000000792,1958-07-01,3.20
1970-01-01 00:00:00.000000793,1958-06-01,2.97
1970-01-01 00:00:00.000000794,1958-05-01,2.92
1970-01-01 00:00:00.000000795,1958-04-01,2.88
1970-01-01 00:00:00.000000796,1958-03-01,2.98
1970-01-01 00:00:00.000000797,1958-02-01,3.05
1970-01-01 00:00:00.000000798,1958-01-01,3.09
1970-01-01 00:00:00.000000799,1957-12-01,3.21
1970-01-01 00:00:00.000000800,1957-11-01,3.72
1970-01-01 00:00:00.000000801,1957-10-01,3.97
1970-01-01 00:00:00.000000802,1957-09-01,3.92
1970-01-01 00:00:00.000000803,1957-08-01,3.93
1970-01-01 00:00:00.000000804,1957-07-01,3.93
1970-01-01 00:00:00.000000805,1957-06-01,3.80
1970-01-01 00:00:00.000000806,1957-05-01,3.60
1970-01-01 00:00:00.000000807,1957-04-01,3.48
1970-01-01 00:00:00.000000808,1957-03-01,3.41
1970-01-01 00:00:00.000000809,1957-02-01,3.34
1970-01-01 00:00:00.000000810,1957-01-01,3.46
1970-01-01 00:00:00.000000811,1956-12-01,3.59
1970-01-01 00:00:00.000000812,1956-11-01,3.49
1970-01-01 00:00:00.000000813,1956-10-01,3.34
1970-01-01 00:00:00.000000814,1956-09-01,3.38
1970-01-01 00:00:00.000000815,1956-08-01,3.33
1970-01-01 00:00:00.000000816,1956-07-01,3.11
1970-01-01 00:00:00.000000817,1956-06-01,3.00
1970-01-01 00:00:00.000000818,1956-05-01,3.07
1970-01-01 00:00:00.000000819,1956-04-01,3.18
1970-01-01 00:00:00.000000820,1956-03-01,2.96
1970-01-01 00:00:00.000000821,1956-02-01,2.84
1970-01-01 00:00:00.000000822,1956-01-01,2.90
1970-01-01 00:00:00.000000823,1955-12-01,2.96
1970-01-01 00:00:00.000000824,1955-11-01,2.89
1970-01-01 00:00:00.000000825,1955-10-01,2.88
1970-01-01 00:00:00.000000826,1955-09-01,2.97
1970-01-01 00:00:00.000000827,1955-08-01,2.97
1970-01-01 00:00:00.000000828,1955-07-01,2.90
1970-01-01 00:00:00.000000829,1955-06-01,2.78
1970-01-01 00:00:00.000000830,1955-05-01,2.76
1970-01-01 00:00:00.000000831,1955-04-01,2.75
1970-01-01 00:00:00.000000832,1955-03-01,2.68
1970-01-01 00:00:00.000000833,1955-02-01,2.65
1970-01-01 00:00:00.000000834,1955-01-01,2.61
1970-01-01 00:00:00.000000835,1954-12-01,2.51
1970-01-01 00:00:00.000000836,1954-11-01,2.48
1970-01-01 00:00:00.000000837,1954-10-01,2.43
1970-01-01 00:00:00.000000838,1954-09-01,2.38
1970-01-01 00:00:00.000000839,1954-08-01,2.36
1970-01-01 00:00:00.000000840,1954-07-01,2.30
1970-01-01 00:00:00.000000841,1954-06-01,2.38
1970-01-01 00:00:00.000000842,1954-05-01,2.37
1970-01-01 00:00:00.000000843,1954-04-01,2.29
1970-01-01 00:00:00.000000844,1954-03-01,2.37
1970-01-01 00:00:00.000000845,1954-02-01,2.47
1970-01-01 00:00:00.000000846,1954-01-01,2.48
1970-01-01 00:00:00.000000847,1953-12-01,2.59
1970-01-01 00:00:00.000000848,1953-11-01,2.68
1970-01-01 00:00:00.000000849,1953-10-01,2.66
1970-01-01 00:00:00.000000850,1953-09-01,2.87
1970-01-01 00:00:00.000000851,1953-08-01,2.95
1970-01-01 00:00:00.000000852,1953-07-01,2.93
1970-01-01 00:00:00.000000853,1953-06-01,3.11
1970-01-01 00:00:00.000000854,1953-05-01,3.05
1970-01-01 00:00:00.000000855,1953-04-01,2.83
