date,date,value
1970-01-01 00:00:00.000000165,1983-01-01,31686.0
1970-01-01 00:00:00.000000166,1982-10-01,31337.0
1970-01-01 00:00:00.000000167,1982-07-01,31402.0
1970-01-01 00:00:00.000000168,1982-04-01,31603.0
1970-01-01 00:00:00.000000169,1982-01-01,31529.0
1970-01-01 00:00:00.000000170,1981-10-01,32095.0
1970-01-01 00:00:00.000000171,1981-07-01,32533.0
1970-01-01 00:00:00.000000172,1981-04-01,32236.0
1970-01-01 00:00:00.000000173,1981-01-01,32550.0
1970-01-01 00:00:00.000000174,1980-10-01,31990.0
1970-01-01 00:00:00.000000175,1980-07-01,31489.0
1970-01-01 00:00:00.000000176,1980-04-01,31621.0
1970-01-01 00:00:00.000000177,1980-01-01,32377.0
1970-01-01 00:00:00.000000178,1979-10-01,32366.0
1970-01-01 00:00:00.000000179,1979-07-01,32386.0
1970-01-01 00:00:00.000000180,1979-04-01,32244.0
1970-01-01 00:00:00.000000181,1979-01-01,32294.0
1970-01-01 00:00:00.000000182,1978-10-01,32318.0
1970-01-01 00:00:00.000000183,1978-07-01,31982.0
1970-01-01 00:00:00.000000184,1978-04-01,31757.0
1970-01-01 00:00:00.000000185,1978-01-01,30653.0
1970-01-01 00:00:00.000000186,1977-10-01,30626.0
1970-01-01 00:00:00.000000187,1977-07-01,30713.0
1970-01-01 00:00:00.000000188,1977-04-01,30254.0
1970-01-01 00:00:00.000000189,1977-01-01,29749.0
1970-01-01 00:00:00.000000190,1976-10-01,29469.0
1970-01-01 00:00:00.000000191,1976-07-01,29335.0
1970-01-01 00:00:00.000000192,1976-04-01,29250.0
1970-01-01 00:00:00.000000193,1976-01-01,29099.0
1970-01-01 00:00:00.000000194,1975-10-01,28520.0
1970-01-01 00:00:00.000000195,1975-07-01,28214.0
1970-01-01 00:00:00.000000196,1975-04-01,27821.0
1970-01-01 00:00:00.000000197,1975-01-01,27690.0
1970-01-01 00:00:00.000000198,1974-10-01,28088.0
1970-01-01 00:00:00.000000199,1974-07-01,28270.0
1970-01-01 00:00:00.000000200,1974-04-01,28613.0
1970-01-01 00:00:00.000000201,1974-01-01,28606.0
1970-01-01 00:00:00.000000202,1973-10-01,28913.0
1970-01-01 00:00:00.000000203,1973-07-01,28711.0
1970-01-01 00:00:00.000000204,1973-04-01,28935.0
1970-01-01 00:00:00.000000205,1973-01-01,28687.0
1970-01-01 00:00:00.000000206,1972-10-01,28055.0
1970-01-01 00:00:00.000000207,1972-07-01,27666.0
1970-01-01 00:00:00.000000208,1972-04-01,27478.0
1970-01-01 00:00:00.000000209,1972-01-01,26932.0
1970-01-01 00:00:00.000000210,1971-10-01,26510.0
1970-01-01 00:00:00.000000211,1971-07-01,26529.0
1970-01-01 00:00:00.000000212,1971-04-01,26394.0
1970-01-01 00:00:00.000000213,1971-01-01,26328.0
1970-01-01 00:00:00.000000214,1970-10-01,25710.0
1970-01-01 00:00:00.000000215,1970-07-01,26079.0
1970-01-01 00:00:00.000000216,1970-04-01,25929.0
1970-01-01 00:00:00.000000217,1970-01-01,25973.0
1970-01-01 00:00:00.000000218,1969-10-01,26076.0
1970-01-01 00:00:00.000000219,1969-07-01,26281.0
1970-01-01 00:00:00.000000220,1969-04-01,26181.0
1970-01-01 00:00:00.000000221,1969-01-01,26162.0
1970-01-01 00:00:00.000000222,1968-10-01,25813.0
1970-01-01 00:00:00.000000223,1968-07-01,25781.0
1970-01-01 00:00:00.000000224,1968-04-01,25652.0
1970-01-01 00:00:00.000000225,1968-01-01,25288.0
1970-01-01 00:00:00.000000226,1967-10-01,24836.0
1970-01-01 00:00:00.000000227,1967-07-01,24719.0
1970-01-01 00:00:00.000000228,1967-04-01,24556.0
1970-01-01 00:00:00.000000229,1967-01-01,24602.0
1970-01-01 00:00:00.000000230,1966-10-01,24446.0
1970-01-01 00:00:00.000000231,1966-07-01,24321.0
1970-01-01 00:00:00.000000232,1966-04-01,24191.0
1970-01-01 00:00:00.000000233,1966-01-01,24172.0
1970-01-01 00:00:00.000000234,1965-10-01,23656.0
1970-01-01 00:00:00.000000235,1965-07-01,23198.0
1970-01-01 00:00:00.000000236,1965-04-01,22770.0
1970-01-01 00:00:00.000000237,1965-01-01,22547.0
1970-01-01 00:00:00.000000238,1964-10-01,22075.0
1970-01-01 00:00:00.000000239,1964-07-01,22085.0
1970-01-01 00:00:00.000000240,1964-04-01,21824.0
1970-01-01 00:00:00.000000241,1964-01-01,21657.0
1970-01-01 00:00:00.000000242,1963-10-01,21276.0
1970-01-01 00:00:00.000000243,1963-07-01,21219.0
1970-01-01 00:00:00.000000244,1963-04-01,20842.0
1970-01-01 00:00:00.000000245,1963-01-01,20677.0
1970-01-01 00:00:00.000000246,1962-10-01,20521.0
1970-01-01 00:00:00.000000247,1962-07-01,20536.0
1970-01-01 00:00:00.000000248,1962-04-01,20366.0
1970-01-01 00:00:00.000000249,1962-01-01,20254.0
1970-01-01 00:00:00.000000250,1961-10-01,19970.0
1970-01-01 00:00:00.000000251,1961-07-01,19670.0
1970-01-01 00:00:00.000000252,1961-04-01,19380.0
1970-01-01 00:00:00.000000253,1961-01-01,19130.0
1970-01-01 00:00:00.000000254,1960-10-01,19065.0
1970-01-01 00:00:00.000000255,1960-07-01,19390.0
1970-01-01 00:00:00.000000256,1960-04-01,19392.0
1970-01-01 00:00:00.000000257,1960-01-01,19614.0
1970-01-01 00:00:00.000000258,1959-10-01,19296.0
1970-01-01 00:00:00.000000259,1959-07-01,19326.0
1970-01-01 00:00:00.000000260,1959-04-01,19395.0
1970-01-01 00:00:00.000000261,1959-01-01,19041.0
1970-01-01 00:00:00.000000262,1958-10-01,18764.0
1970-01-01 00:00:00.000000263,1958-07-01,18419.0
1970-01-01 00:00:00.000000264,1958-04-01,18081.0
1970-01-01 00:00:00.000000265,1958-01-01,18032.0
1970-01-01 00:00:00.000000266,1957-10-01,18582.0
1970-01-01 00:00:00.000000267,1957-07-01,18862.0
1970-01-01 00:00:00.000000268,1957-04-01,18763.0
1970-01-01 00:00:00.000000269,1957-01-01,18881.0
1970-01-01 00:00:00.000000270,1956-10-01,18845.0
1970-01-01 00:00:00.000000271,1956-07-01,18632.0
1970-01-01 00:00:00.000000272,1956-04-01,18736.0
1970-01-01 00:00:00.000000273,1956-01-01,18658.0
1970-01-01 00:00:00.000000274,1955-10-01,18808.0
1970-01-01 00:00:00.000000275,1955-07-01,18787.0
1970-01-01 00:00:00.000000276,1955-04-01,18621.0
1970-01-01 00:00:00.000000277,1955-01-01,18396.0
1970-01-01 00:00:00.000000278,1954-10-01,17960.0
1970-01-01 00:00:00.000000279,1954-07-01,17701.0
1970-01-01 00:00:00.000000280,1954-04-01,17584.0
1970-01-01 00:00:00.000000281,1954-01-01,17636.0
1970-01-01 00:00:00.000000282,1953-10-01,17797.0
1970-01-01 00:00:00.000000283,1953-07-01,18155.0
1970-01-01 00:00:00.000000284,1953-04-01,18341.0
1970-01-01 00:00:00.000000285,1953-01-01,18268.0
1970-01-01 00:00:00.000000286,1952-10-01,18001.0
1970-01-01 00:00:00.000000287,1952-07-01,17509.0
1970-01-01 00:00:00.000000288,1952-04-01,17459.0
1970-01-01 00:00:00.000000289,1952-01-01,17490.0
1970-01-01 00:00:00.000000290,1951-10-01,17375.0
1970-01-01 00:00:00.000000291,1951-07-01,17420.0
1970-01-01 00:00:00.000000292,1951-04-01,17147.0
1970-01-01 00:00:00.000000293,1951-01-01,16922.0
1970-01-01 00:00:00.000000294,1950-10-01,16764.0
1970-01-01 00:00:00.000000295,1950-07-01,16524.0
1970-01-01 00:00:00.000000296,1950-04-01,15977.0
1970-01-01 00:00:00.000000297,1950-01-01,15559.0
1970-01-01 00:00:00.000000298,1949-10-01,15032.0
1970-01-01 00:00:00.000000299,1949-07-01,15228.0
1970-01-01 00:00:00.000000300,1949-04-01,15137.0
1970-01-01 00:00:00.000000301,1949-01-01,15250.0
1970-01-01 00:00:00.000000302,1948-10-01,15530.0
1970-01-01 00:00:00.000000303,1948-07-01,15585.0
1970-01-01 00:00:00.000000304,1948-04-01,15563.0
1970-01-01 00:00:00.000000305,1948-01-01,15371.0
1970-01-01 00:00:00.000000306,1947-10-01,15204.0
1970-01-01 00:00:00.000000307,1947-07-01,15039.0
1970-01-01 00:00:00.000000308,1947-04-01,15139.0
1970-01-01 00:00:00.000000309,1947-01-01,15248.0
