date,open,high,low,close,volume,ma_5,std_5,vwap_5,vwstd_5,bbu_5,bbl_5,vwbbu_5,vwbbl_5,ma_11,std_11,vwap_11,vwstd_11,bbu_11,bbl_11,vwbbu_11,vwbbl_11,ma_21,std_21,vwap_21,vwstd_21,bbu_21,bbl_21,vwbbu_21,vwbbl_21,ma_63,std_63,vwap_63,vwstd_63,bbu_63,bbl_63,vwbbu_63,vwbbl_63,ma_125,std_125,vwap_125,vwstd_125,bbu_125,bbl_125,vwbbu_125,vwbbl_125,ma_251,std_251,vwap_251,vwstd_251,bbu_251,bbl_251,vwbbu_251,vwbbl_251
2014-01-02,555.68,557.03,552.021,553.13,8381600.0,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,
2014-01-03,552.86,553.7,540.43,540.98,14016700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,537.45,546.8,533.6,543.93,14736100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,544.32,545.96,537.925,540.0375,11328900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08,538.81,545.56,538.69,543.46,9233200.0,544.3075,5.196210758812622,,,554.6999215176253,533.9150784823747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,546.8,546.86,535.3501,536.519,9969600.0,540.9853,2.985028760330519,,,546.9553575206611,535.015242479339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,539.83,540.8,531.11,532.94,10892000.0,539.3773,4.675470318588296,,,548.7282406371766,530.0263593628234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,529.91,542.5,529.88,535.73,13517600.0,537.7373,4.0794549513385165,,,545.896209902677,529.578390097323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,538.22,546.73,537.66,546.39,11877200.0,539.0078000000001,5.658516961183412,529.3167927683763,5.110260127974251,550.3248339223669,527.6907660776333,539.5373130243248,519.0962725124278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,553.52,560.2,551.66,557.36,13987100.0,541.7878000000001,10.079861318490487,571.7522777711637,9.211744658949039,561.947522636981,521.6280773630191,590.1757670890618,553.3287884532656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,554.9,556.85,551.68,554.25,8188500.0,545.3340000000001,10.85222235304831,559.1590449407272,9.73172597618344,567.0384447060967,523.6295552939034,578.6224968930941,539.6955929883603,544.0660454545455,8.027286498109259,,,560.120618450764,528.0114724583269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,551.48,552.07,539.9,540.67,15240700.0,546.8799999999999,9.04535792547769,586.9871823228525,8.20497936347607,564.9707158509552,528.7892841490445,603.3971410498046,570.5772235959004,542.9333181818182,7.480891364913437,,,557.895100911645,527.9715354519914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,540.99,550.07,540.42,549.07,11733100.0,549.548,6.560420718216409,560.7430392363729,6.129843051868933,562.6688414364328,536.4271585635672,573.0027253401107,548.483353132635,543.6687727272728,7.66505669047411,,,558.998886108221,528.3386593463246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,550.9147,557.29,547.81,551.51,13570900.0,550.572,6.340151417750475,563.1228694769657,6.000574499228432,563.2523028355009,537.8916971644991,575.1240184754225,551.1217204785088,544.3578636363636,8.023242717539185,,,560.404349071442,528.3113782012853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-23,549.94,556.5,544.8064,556.18,14401400.0,550.336,6.039129076282693,560.5853683894766,5.690473349384223,562.4142581525654,538.2577418474347,571.966315088245,549.2044216907082,545.8253636363636,8.608905183270725,,,563.0431740029051,528.6075532698221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24,554.0,555.62,544.75,546.07,15334100.0,548.7,5.817671355448204,602.0990800696957,5.3687217712359026,560.3353427108965,537.0646572891036,612.8365236121675,591.3616365272238,546.0626363636363,8.573086401906002,,,563.2088091674483,528.9164635598244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,550.07,554.8,545.75,550.5,19817100.0,550.6659999999999,3.7018414336654892,616.6452247345637,3.299390368929413,558.0696828673309,543.262317132669,623.2440054724226,610.0464439967049,547.3336363636364,8.036276840337555,,,563.4061900443115,531.2610826829613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,508.76,515.0,502.07,506.5,38054400.0,542.152,20.251307859000153,701.5815113760765,20.421089449464862,582.6546157180004,501.64938428199974,742.4236902750063,660.7393324771467,544.93,14.291516364612963,,,573.5130327292259,516.346967270774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,503.95,507.37,498.62,500.75,17957500.0,532.0,26.22832343097818,667.4325537520398,23.192150802413035,584.4566468619564,479.54335313804364,713.8168553568659,621.0482521472137,541.75,19.48966495350804,,,580.7293299070161,502.7706700929839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,502.54,506.5,496.7,499.782,24232200.0,520.7203999999999,25.34206011357399,645.5150907504244,22.2034233890916,571.4045202271479,470.03627977285197,689.9219375286076,601.1082439722412,537.512909090909,23.110109240133575,,,583.7331275711762,491.2926906106419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,495.18,501.53,493.55,500.6,16599900.0,511.6264,21.89522858524193,597.6018928788553,20.135736788856388,555.4168571704838,467.8359428295161,637.8733664565681,557.3304193011426,532.3529090909092,24.528648007807227,664.30625620175,23.368940717344927,581.4102051065237,483.29561307529474,711.0441376364398,617.5683747670602,537.4456428571428,18.90232121006758,,,575.250285277278,499.6410004370077,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-03,502.61,507.73,499.3,501.53,14338000.0,501.83239999999995,2.68199903057282,516.5429015633854,2.9046607623077283,507.1963980611456,496.4684019388543,522.3522230880009,510.7335800387699,527.5601818181818,24.968865179731967,664.0494646149107,23.448833099150416,577.4979121776457,477.6224514587179,710.9471308132115,617.1517984166098,534.9885,20.078720967730973,,,575.145941935462,494.83105806453807,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-04,505.85,509.46,502.76,508.79,13452900.0,502.2904,3.685965382365089,405.09720306934327,3.2939207619389266,509.66233076473014,494.9184692352698,411.6850445932211,398.5093615454654,524.662,25.144583194000145,636.3981174167552,23.80431115355072,574.9511663880003,474.37283361199974,684.0067397238566,588.7894951096538,533.4556428571428,20.813723084267526,,,575.0830890256779,491.82819668860776,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-05,506.56,515.28,506.2519,512.59,11726600.0,504.6584,5.701253616529858,394.72479110087914,5.103065869509592,516.0609072330597,493.25589276694024,404.93092283989836,384.51865936185993,521.3456363636363,23.982290162837643,617.2412157155431,23.185921016411346,569.3102166893116,473.38105603796106,663.6130577483658,570.8693736827205,531.9632619047619,21.146055244193324,,,574.2553723931486,489.67115141637527,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-06,510.06,513.5,507.81,512.51,9205900.0,507.204,5.8199037792729555,362.0012425664716,5.151247587736461,518.8438075585459,495.5641924414541,372.30373774194453,351.6987473909987,517.8001818181818,21.86643391967767,583.6438452563013,21.894461777861242,561.5330496575372,474.0673139788265,627.4327688120238,539.8549217005789,530.6524285714286,21.47121929600513,,,573.5948671634388,487.7099899794183,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,521.38,522.9299,517.38,519.68,13224300.0,511.02,6.608963610128074,401.7088560100228,6.0174252173044795,524.2379272202561,497.8020727797438,413.7437064446318,389.67400557541384,514.482,17.862863600218038,558.678675978946,18.59923946054591,550.207727200436,478.7562727995639,595.8771549000378,521.4801970578542,529.5200476190477,21.388896003478525,,,572.2978396260047,486.7422556120906,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,518.66,531.99,518.0,528.99,12341400.0,516.512,8.011929854910068,445.9283896983163,7.386101795724701,532.5358597098201,500.4881402901798,460.7005932897657,431.1561861068669,512.9292727272727,15.41745341546963,532.5021616791266,16.333319919879575,543.764179558212,482.0943658963335,565.1688015188857,499.83552183936746,529.1615238095238,21.328729140806896,,,571.8189820911376,486.50406552791003,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,530.61,537.75,529.5,535.96,10080600.0,521.946,10.340668740463656,462.3640396004587,8.957397544278683,542.6273374809273,501.2646625190727,480.27883468901604,444.4492445119013,511.60745454545463,12.151602004374656,488.88280656050006,10.415766444094766,535.9106585542039,487.3042505367053,509.7143394486896,468.0512736723105,529.3053333333334,21.36562873714073,,,572.0365908076149,486.5740758590519,,,,,,,,,,,,,,,,,,,,,,,,,,
