date,sentiment_score,relevance_score
2023-10-25,-0.06704269823341688,0.23167133333333334
2023-10-26,0.07289186147618477,0.025033
2023-10-27,0.06725400267487636,0.039628
2023-10-28,0.10982321674198665,0.066826
2023-10-30,0.02170244214522173,0.21311549999999999
2023-10-31,0.045472990033688945,0.049867999999999996
2023-11-01,0.03485835528840952,0.0878005
2023-11-02,0.07423157720959814,0.12631633333333334
2023-11-03,0.16763102541679997,0.1265895
2023-11-04,0.134015,0.151539
2023-11-05,0.041476,0.009899
2023-11-06,0.08506323984785817,0.1425643333333333
2023-11-07,-0.005465470865676585,0.17717933333333336
2023-11-08,0.06435965346459356,0.1932954
2023-11-09,0.2749530588488934,0.16234233333333334
2023-11-10,0.3238191273751072,0.22780550000000002
2023-11-12,0.135422,0.160277
2023-11-13,0.31875162510116806,0.17689216666666666
2023-11-14,0.16804457903994877,0.159179
2023-11-15,0.12098373945419488,0.07399466666666667
2023-11-16,0.1591646778012506,0.1384917142857143
2023-11-17,0.31302377543491483,0.238265
2023-11-18,-0.007275637038296254,0.23089074999999998
2023-11-19,0.021946,0.042496
2023-11-20,0.07784993407023065,0.17967224999999998
2023-11-21,-0.0032984147436139195,0.12373266666666666
2023-11-22,0.007051092903989997,0.227945
2023-11-23,0.196082,0.232439
2023-11-24,0.4861130000000001,0.293214
2023-11-26,0.028891999999999998,0.048036
2023-11-27,0.1468787534700022,0.0882132
2023-11-28,-0.01007704160954948,0.10388
2023-11-29,0.2073122227647365,0.217301
2023-11-30,0.2793790826907361,0.146022
2023-12-01,0.21998287680889153,0.18768400000000002
2023-12-02,-0.10737303643678507,0.16653500000000002
2023-12-03,-0.020808,0.03786
2023-12-04,0.23961418458798997,0.2692835
2023-12-05,-0.20887419017616896,0.1518145
2023-12-06,-0.072359,0.071251
2023-12-07,0.20679668991901903,0.182512
2023-12-08,0.15106285795818772,0.048359
2023-12-10,0.128406,0.067823
2023-12-11,0.34326221286980013,0.3079535
2023-12-12,0.08111890363861674,0.15144033333333332
2023-12-13,0.0,0.114137
2023-12-14,0.1458873837121941,0.0805265
2023-12-15,-0.24745,0.234684
2023-12-16,0.118218,0.108466
2023-12-17,-0.031228,0.060541
2023-12-18,0.09589326815951421,0.0673545
2023-12-19,-0.030043515522572953,0.12524157142857142
2023-12-20,0.367858,0.112532
2023-12-21,-0.04815058947636659,0.25376533333333334
2023-12-22,0.06998012041811127,0.1065745
2023-12-24,0.05502044993324433,0.055425999999999996
2023-12-26,0.09613223543743206,0.17454425
2023-12-27,0.10691659796682654,0.11597633333333335
2023-12-28,0.44517504322251816,0.129886
2023-12-29,0.097216,0.088799
2023-12-30,0.13338,0.13347
2024-01-01,0.14958423592043485,0.13490000000000002
2024-01-02,0.1685993758400884,0.1284835
2024-01-03,0.11733587493773927,0.2382453333333333
2024-01-04,0.31451274432053733,0.32001266666666667
2024-01-05,0.11689210131100865,0.10589175
2024-01-06,0.25376000898877793,0.1623135
2024-01-07,0.037845,0.100308
2024-01-08,0.11616030019224166,0.08739000000000001
2024-01-09,-0.066358,0.095517
2024-01-10,-0.0644152703534652,0.11337749999999999
2024-01-11,-0.022625482965545427,0.11639155555555554
2024-01-13,0.0,0.210274
2024-01-14,0.14464742552346302,0.07678033333333334
2024-01-15,0.0996621678567248,0.034172
2024-01-16,0.11827348628027315,0.09231233333333333
2024-01-17,0.1972948316848207,0.17750849999999999
2024-01-18,0.04157312478046947,0.05451974999999999
2024-01-20,-0.03352835007960878,0.093792
2024-01-22,0.2903485513029587,0.180282
2024-01-23,0.302223,0.120431
2024-01-24,-0.029551595463463014,0.1134125
2024-01-25,0.258998,0.073546
2024-01-26,0.095042,0.063091
2024-01-30,0.16088293397783504,0.13838080000000003
2024-01-31,0.004126555550885746,0.1665545
2024-02-01,0.14291997379965365,0.22096400000000002
2024-02-03,-0.01755,0.015502
2024-02-05,0.06982659087052698,0.1290655
2024-02-06,0.06904250587758082,0.07346559999999999
2024-02-07,0.06474910638582769,0.18732758333333333
2024-02-08,0.15653564443139867,0.17921584210526315
2024-02-09,0.11730115695694492,0.171279
2024-02-11,-0.05616,0.047278
2024-02-12,0.16487450917216226,0.18102783333333336
2024-02-13,0.2984704807309064,0.11875666666666666
2024-02-14,0.09423808358851585,0.08082450000000001
2024-02-15,0.01375687667774276,0.12248600000000001
2024-02-16,0.045361741471552225,0.1954195
2024-02-19,0.152269,0.050359
2024-02-20,-0.198787,0.0362
2024-02-22,0.650328,0.221819
2024-02-23,0.041743241193398395,0.0728005
2024-02-26,0.06362567251885162,0.160994
2024-02-27,-0.0651278650410079,0.10188280000000001
2024-02-28,0.2419977889612595,0.08833133333333333
2024-02-29,0.09371210927914653,0.05310025
2024-03-01,0.03511694997370737,0.1137835
2024-03-03,0.0,0.112269
2024-03-04,0.12532873185342205,0.1273725
2024-03-05,-0.097511,0.037271
2024-03-06,0.06821939720168409,0.164599
2024-03-07,0.10666426537221911,0.16981933333333332
2024-03-08,0.13045390943085963,0.072671
2024-03-10,0.087629,0.039679
2024-03-11,0.1511592275893564,0.1686085
2024-03-12,0.1366976676497237,0.22074
2024-03-13,0.333964,0.316846
2024-03-14,0.3060717663223879,0.232273
2024-03-19,0.18745399999999998,0.053749
2024-03-20,-0.144091,0.279015
2024-03-21,-0.08902,0.062271
2024-03-22,0.04475263739165545,0.092875
2024-03-23,0.234564,0.213048
2024-03-25,0.10238443246961884,0.06395825
2024-03-26,0.245451,0.173749
2024-03-27,0.10869906028952844,0.121128
2024-03-28,0.08015359782893701,0.0858105
2024-03-29,0.012952302118366456,0.114475
2024-04-01,-0.06869919064580571,0.10228566666666668
2024-04-02,0.09949169893838782,0.13652820000000002
2024-04-03,0.1067214227413249,0.09291674999999999
2024-04-04,-0.11798291190322394,0.10637814285714287
2024-04-05,0.0442366186945948,0.16389
2024-04-07,0.0,0.018554
2024-04-08,0.14575042922202588,0.09167399999999999
2024-04-09,0.30565965290423125,0.10587999999999999
2024-04-10,0.03174904978626727,0.06624316666666666
2024-04-11,-0.26193020065555855,0.13423666666666667
2024-04-12,0.026420360696292815,0.09691325
2024-04-13,0.083901,0.049835
2024-04-14,-0.06073345104414212,0.11088049999999999
2024-04-15,0.26572074477958235,0.07690271428571428
2024-04-16,0.006466543871696607,0.045143
2024-04-17,0.21306097638629354,0.12602850000000002
2024-04-18,0.09390820322370981,0.11116074999999999
2024-04-21,0.17842,0.059341
2024-04-22,0.121473,0.09402
2024-04-23,0.10216335905535001,0.1358175
2024-04-24,0.122499,0.009468
2024-04-25,0.130379,0.092213
2024-04-26,0.165095,0.0378
2024-04-29,0.24388071130713718,0.09664249999999999
2024-04-30,0.1787988447970516,0.264821
2024-05-01,0.25275706491001076,0.129071
2024-05-02,0.23372957893559979,0.193198
2024-05-03,0.2611078697443581,0.1121295
2024-05-04,0.006613076556334937,0.036496
2024-05-05,-0.04995269314812816,0.07875950000000001
2024-05-06,0.1548939653908278,0.23247450000000003
2024-05-07,0.2009188983172723,0.16034679999999998
2024-05-08,0.09492789899755759,0.27213533333333334
2024-05-09,0.14674572563158084,0.07035916666666665
2024-05-10,0.05747599999999999,0.169676
2024-05-11,0.27612702459764427,0.129301
2024-05-12,0.100134,0.116067
2024-05-13,0.104568323906829,0.36957850000000003
2024-05-14,0.0,0.026474
2024-05-15,0.137922,0.044551
2024-05-16,-0.059731019284288825,0.22014466666666666
2024-05-17,0.029817879364589392,0.05615266666666666
2024-05-18,0.06783,0.045918
2024-05-19,0.1808083113059489,0.1379495
2024-05-20,0.04584097867309019,0.068083
2024-05-21,0.102955,0.271274
2024-05-23,-0.036801,0.040011
2024-05-24,0.00916871092928898,0.16365200000000002
2024-05-25,0.20873089739319994,0.14472725
2024-05-28,0.0,0.1331
2024-05-29,0.07313125712410712,0.17828549999999999
2024-05-30,-0.011468926228466885,0.15743200000000002
2024-06-02,0.08216954224600537,0.066527
2024-06-05,0.102375,0.101797
2024-06-06,0.05264574413869335,0.09740433333333333
2024-06-07,0.22998460710452176,0.243155
2024-06-08,0.049546,0.050359
2024-06-09,0.0,0.037504
2024-06-10,-0.099418,0.100308
2024-06-11,0.049344,0.033468
2024-06-12,-0.010861152262581244,0.0648485
2024-06-13,0.028742790779373462,0.12306466666666666
2024-06-14,0.22827003949027963,0.114965
2024-06-15,0.068475,0.069495
2024-06-16,-0.041047,0.085324
2024-06-17,0.10154618538323323,0.12174375
2024-06-18,-0.016898352267380207,0.0711945
2024-06-19,0.15085195071940644,0.039894000000000006
2024-06-20,0.07758782521634287,0.08736133333333333
2024-06-21,0.13286743538951043,0.038972
2024-06-23,0.17140673175789214,0.083913
2024-06-24,0.03839691116707978,0.1102204
2024-06-25,0.08188271723306949,0.08797233333333333
2024-06-26,0.110477,0.069697
2024-06-28,0.023127,0.025008
2024-07-01,0.08466727328244275,0.0655
2024-07-02,0.11035941056461569,0.08465049999999999
2024-07-03,-0.02370238390982519,0.121453
2024-07-04,0.05510288530603398,0.03998466666666666
2024-07-05,0.0,0.085022
2024-07-06,-0.131136,0.119235
2024-07-07,0.1446557391122575,0.070561
2024-07-08,0.13756166899879946,0.08385266666666667
2024-07-10,0.09549206455823987,0.08380340000000001
2024-07-11,0.10100816850997199,0.08089333333333333
2024-07-12,0.030143939420991327,0.07169149999999999
2024-07-15,0.282552,0.021199
2024-07-16,0.096229,0.067347
2024-07-17,0.08213144408939772,0.09002466666666666
2024-07-22,0.233628,0.192183
2024-07-23,0.06190656144401326,0.10211125
2024-07-25,0.2932757764812983,0.08824466666666665
2024-07-26,0.05250651354446922,0.06504499999999999
2024-07-29,0.092362,0.112269
2024-07-30,0.0,0.252987
2024-07-31,0.2836,0.047813
2024-08-01,0.21034522234291445,0.03191466666666667
2024-08-02,0.174688,0.044222
2024-08-05,0.1666174046190457,0.16241450000000002
2024-08-06,0.2746462906827907,0.46015566666666663
2024-08-07,0.15664254163097954,0.12726339999999997
2024-08-08,0.04912305530663285,0.194728
2024-08-09,0.27204,0.553082
2024-08-10,0.170865,0.00795
2024-08-11,0.13501952430250924,0.039893
2024-08-12,0.18356724183229653,0.17918133333333333
2024-08-14,0.20573600000000003,0.023102
2024-08-15,-0.272007,0.167904
2024-08-16,0.05282516314037342,0.0587255
2024-08-17,0.1021,0.103778
2024-08-19,-0.030021,0.106778
2024-08-21,0.15746039745667806,0.067864
